accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no,accepted_rank,parent_no,ref_pubyr,reference_no,is_extant,n_occs,family,genus,primary_reference
Teilhardina brandti,101424,101424,Teilhardina brandti,,101424,species,40829,1993,24449,extinct,9,Omomyidae,Teilhardina,"P. D. Gingerich. 1993. Early Eocene Teilhardina brandti: oldest omomyid primate from North America. Contributions from the Museum of Paleontology, University of Michigan 28(13):321-326"
Teilhardina tenuicula,52196,52108,Teilhardina tenuicula,,52196,species,40829,1930,2024,extinct,3,Omomyidae,Teilhardina,"G. L. Jepsen. 1930. New Vertebrate Fossils from the Lower Eocene of the Bighorn Basin, Wyoming. Proceedings of the American Philosophical Society 69(1):117-131"
Teilhardina belgica,130269,53408,Teilhardina belgica,,130269,species,40829,1985,2668,extinct,5,Omomyidae,Teilhardina,"M. J. Novacek, T. M. Bown, and D. Schankler. 1985. On the classification of early Tertiary Erinaceomorpha (Insectivora, Mammalia). American Museum Novitates 2813:1-22"
Teilhardina magnoliana,121670,121670,Teilhardina magnoliana,,121670,species,40829,2008,27043,extinct,1,Omomyidae,Teilhardina,K. C. Beard. 2008. The oldest North American primate and mammalian biogeography during the Paleocene-Eocene Thermal Maximum. Proceedings of the National Academy of Sciences 105(10):3815-3818
Teilhardina demissa,52107,52107,Teilhardina demissa,,52107,species,40829,1995,2959,extinct,1,Omomyidae,Teilhardina,"K. D. Rose. 1995. Anterior dentition and relationships of the early Eocene omomyids Arapahovius advena and Teilhardina demissa, sp. nov. Journal of Human Evolution 28"
Teilhardina gingerichi,288251,288251,Teilhardina gingerichi,,288251,species,40829,2012,49988,extinct,1,Omomyidae,Teilhardina,"K. D. Rose, A. E. Chew, and R. H. Dunn, M. J. Kraus, H. C. Fricke, S. P. Zack. 2012. Earliest Eocene mammalian fauna from the Paleocene-Eocene Thermal Maximum at Sand Creek Divide, southern Bighorn Basin, Wyoming. University of Michigan Papers on Paleontology 36:1-122"
Teilhardina crassidens,52106,52106,Teilhardina crassidens,,52106,species,40829,1987,1123,extinct,9,Omomyidae,Teilhardina,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162"
Aycrossia lovei,44399,44399,Aycrossia lovei,,44399,species,40801,1982,1404,extinct,3,Omomyidae,Aycrossia,"J. G. Eaton. 1982. Paleontology and correlation of Eocene volcanic rocks in the Carter Mountain area, Park County, southeastern Absaroka Range, Wyoming. Contributions to Geology, University of Wyoming 21(2):153-194"
Chipetaia lamporea,45056,45056,Chipetaia lamporea,,45056,species,40802,1996,2834,extinct,1,Omomyidae,Chipetaia,"D. T. Rasmussen. 1996. A new Middle Eocene omomyine primate from the Uinta Basin, Utah. Journal of Human Evolution 31"
Diablomomys dalquesti,144171,144171,Diablomomys dalquesti,,144171,species,144170,2008,29561,extinct,1,Omomyidae,Diablomomys,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Ekwiiyemakius walshi,384460,384460,Ekwiiyemakius walshi,,384460,species,384459,2018,68535,extinct,0,Omomyidae,Ekwiiyemakius,"A.L. Atwater and E.C. Kirk. 2018. New middle Eocene omomyines (Primates, Haplorhini) from San Diego County, California. Journal of Human Evolution 124:7-24"
Stockia powayensis,51820,51820,Stockia powayensis,,51820,species,40827,1958,1613,extinct,4,Omomyidae,Stockia,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Utahia carina,52625,52625,Utahia carina,,52625,species,40834,2002,7527,extinct,1,Omomyidae,Utahia,"K. M. Muldoon and G. F. Gunnell. 2002. Omomyid primates (Tarsiiformes) from the Early Middle Eocene at South Pass, Greater Green River Basin, Wyoming. Journal of Human Evolution 43(4):479-511"
Utahia kayi,52626,52626,Utahia kayi,,52626,species,40834,1958,1613,extinct,1,Omomyidae,Utahia,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Uintanius ameghini,49313,52567,Uintanius ameghini,,49313,species,40833,1904,54942,extinct,6,Omomyidae,Uintanius,"J. L. Wortman. 1904. Studies of Eocene Mammalia in the Marsh Collection, Peabody Museum. Part II. Primates. The American Journal of Science, series 4 17:133-140"
Uintanius ameghini,52569,52569,Uintanius turriculorum,subjective synonym of,49313,species,40833,1915,2471,extinct,6,Omomyidae,Uintanius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Uintanius rutherfurdi,47114,52568,Uintanius rutherfurdi,,47114,species,40833,1976,3353,extinct,8,Omomyidae,Uintanius,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)"
Jemezius szalayi,47419,47419,Jemezius szalayi,,47419,species,40811,2002,6294,extinct,1,Omomyidae,Jemezius,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Wyomomys bridgeri,52711,52711,Wyomomys bridgeri,,52711,species,40836,1995,1732,extinct,2,Omomyidae,Wyomomys,"G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28"
Ageitodendron matthewi,43807,43807,Ageitodendron matthewi,,43807,species,40795,1995,1732,extinct,1,Omomyidae,Ageitodendron,"G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28"
Ourayia hopsoni,48936,49507,Ourayia hopsoni,,48936,species,40820,1968,2923,extinct,4,Omomyidae,Ourayia,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326"
Ourayia uintensis,48562,49508,Ourayia uintensis,,48562,species,40820,1895,56836,extinct,8,Omomyidae,Ourayia,H. F. Osborn. 1895. Fossil mammals of the Uinta Basin. Expedition of 1894. Bulletin of the American Museum of Natural History 7(2):71-105
Asiomomys changbaicus,145158,145158,Asiomomys changbaicus,,145158,species,91588,1990,57087,extinct,1,Omomyidae,Asiomomys,B. Wang and C. Li. 1990. First Paleogene Mammalian Fauna from Northeast China. Vertebrata PalAsiatica 28(3):165-205
Gunnelltarsius randalli,384462,384462,Gunnelltarsius randalli,,384462,species,384461,2018,68535,extinct,0,Omomyidae,Gunnelltarsius,"A.L. Atwater and E.C. Kirk. 2018. New middle Eocene omomyines (Primates, Haplorhini) from San Diego County, California. Journal of Human Evolution 124:7-24"
Washakius izetti,52700,52700,Washakius izetti,,52700,species,40835,1990,1932,extinct,2,Omomyidae,Washakius,"J. G. Honey. 1990. New Washakiin Primates (Omomyidae) from the Eocene of Wyoming and Colorado, and Comments on the Evolution of the Washakiini. Journal of Vertebrate Paleontology 10(2)"
Washakius insignis,52699,52699,Washakius insignis,,52699,species,40835,1873,11982,extinct,42,Omomyidae,Washakius,"J. Leidy. 1873. Part I. Contributions to the extinct vertebrate fauna of the western territories.  In F. V. Hayden (ed.), Report of the United States Geological Survey of the Territories 1:1-358"
Washakius insignis,51544,51544,Shoshonius laurae,subjective synonym of,52699,species,40835,1976,3353,extinct,42,Omomyidae,Washakius,"F. S. Szalay. 1976. Systematics of the Omomyidae (Tarsiiformes, Primates) : taxonomy, phylogeny, and adaptations. Bulletin of the American Museum of Natural History 156(3)"
Washakius woodringi,52736,52702,Washakius woodringi,,52736,species,40835,1938,3280,extinct,17,Omomyidae,Washakius,"C. Stock. 1938. A Tarsiid Primate and a Mixodectid from the Poway Eocene, California. Proceedings of the National Academy of Sciences 24(7):288-293"
Loveina zephyri,47778,47778,Loveina zephyri,,47778,species,40813,1940,29655,extinct,7,Omomyidae,Loveina,G. G. Simpson. 1940. Studies on the earliest primates. Bulletin of the American Museum of Natural History 77(4):185-212
Loveina zephyri,52189,52189,Tetonius barbeyi,subjective synonym of,47778,species,40813,1958,1613,extinct,7,Omomyidae,Loveina,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Loveina sheai,49320,47775,Loveina sheai,,49320,species,40813,1962,1616,extinct,4,Omomyidae,Loveina,C. L. Gazin. 1962. A Further Study Of The Lower Eocene Mammalian Faunas Of Southwestern Wyoming. Smithsonian Miscellaneous Collections 144(1):1-98
Loveina hemphilli,392683,392683,Loveina hemphilli,,392683,species,40813,1938,32966,extinct,0,Omomyidae,Loveina,U. S. Grant and L. G. Hertlein. 1938. The West American Cenozoic Echinoidea. Publications of the University of California at Los Angeles in Mathematical and Physical Sciences 2:1-225
Loveina minuta,49193,47774,Loveina minuta,,49193,species,40813,1915,2471,extinct,2,Omomyidae,Loveina,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Loveina wapitiensis,47777,47777,Loveina wapitiensis,,47777,species,40813,1992,1749,extinct,3,Omomyidae,Loveina,"G. F. Gunnell, W. S. Bartels, and P. D. Ginberich, V. Torres. 1992. Wapiti Valley Faunas: Early and Middle Eocene Fossil Vertebrates from the North Fork of the Shoshone River, Park County, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 28(11):247-287"
Dyseolemur pacificus,45954,45954,Dyseolemur pacificus,,45954,species,40806,1934,3261,extinct,12,Omomyidae,Dyseolemur,C. Stock. 1934. A Second Eocene Primate from California. Proceedings of the National Academy of Sciences 20(3):150-154
Shoshonius cooperi,51543,51543,Shoshonius cooperi,,51543,species,40824,1910,51765,extinct,8,Omomyidae,Shoshonius,"W. Granger. 1910. Tertiary faunal horizons in the Wind River Basin, Wyoming, with descriptions of new Eocene mammals. Bulletin of the American Museum of Natural History 28(21):235-251"
Shoshonius bowni,51542,51542,Shoshonius bowni,,51542,species,40824,1990,1932,extinct,1,Omomyidae,Shoshonius,"J. G. Honey. 1990. New Washakiin Primates (Omomyidae) from the Eocene of Wyoming and Colorado, and Comments on the Evolution of the Washakiini. Journal of Vertebrate Paleontology 10(2)"
Nesomomys bunodens,424168,424168,Nesomomys bunodens,,424168,species,424167,2021,73292,extinct,1,Omomyidae,Nesomomys,"K. C. Beard, G. Métais, and F. Ocakoğlu, A. Licht. 2021. An omomyid primate from the Pontide microcontinent of north-central Anatolia: Implications for sweepstakes dispersal of terrestrial mammals during the Eocene. Geobios 66-67:143-152"
Brontomomys cerutti,384936,384936,Brontomomys cerutti,,384936,species,384935,2018,68535,extinct,0,Omomyidae,Brontomomys,"A.L. Atwater and E.C. Kirk. 2018. New middle Eocene omomyines (Primates, Haplorhini) from San Diego County, California. Journal of Human Evolution 124:7-24"
Chumashius balchi,45097,45097,Chumashius balchi,,45097,species,40804,1933,3259,extinct,4,Omomyidae,Chumashius,C. Stock. 1933. An Eocene primate from California. Proceedings of the National Academy of Sciences 19(11):954-959
Steinius annectens,51771,51771,Steinius annectens,,51771,species,40826,1991,1124,extinct,1,Omomyidae,Steinius,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Steinius vespertinus,49322,51772,Steinius vespertinus,,49322,species,40826,1915,2471,extinct,4,Omomyidae,Steinius,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Omomys lloydi,49316,49316,Omomys lloydi,,49316,species,40819,1958,1613,extinct,3,Omomyidae,Omomys,C. L. Gazin. 1958. A review of the middle and upper Eocene primates of North America. Smithsonian Miscellaneous Collections 136(1):1-112
Omomys pucillus,46850,49319,Omomys pucillus,,46850,species,40819,1872,57294,extinct,0,Omomyidae,Omomys,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Omomys carteri,49314,49314,Omomys carteri,,49314,species,40819,1869,63670,extinct,75,Omomyidae,Omomys,J. Leidy. 1869. Notice of some extinct vertebrates from Wyoming and Dakota. Proceedings of the Academy of Natural Sciences of Philadelphia 21:63-67
Omomys carteri,46849,46849,Hemiacodon nanus,subjective synonym of,49314,species,40819,1872,57294,extinct,75,Omomyidae,Omomys,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Omomys carteri,49606,49606,Palaeacodon vagus,subjective synonym of,49314,species,40819,1872,57294,extinct,75,Omomyidae,Omomys,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Euryacodon lepidus,46431,46431,Euryacodon lepidus,,46431,species,40819,1872,57294,extinct,0,Omomyidae,Omomys,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Hemiacodon engardae,160771,160771,Hemiacodon engardae,,160771,species,40808,2009,31444,extinct,1,Omomyidae,Hemiacodon,"P. C. Murphey and R. H. Dunn. 2009. Hemiacodon engardae, a new species of omomyid primate from the earliest Uintan Turtle Bluff Member of the Bridger Formation, southwestern Wyoming, USA. Journal of Human Evolution 57(2):123-130"
Hemiacodon pygmaeus,46851,46851,Hemiacodon pygmaeus,,46851,species,40808,1904,54942,extinct,0,Omomyidae,Hemiacodon,"J. L. Wortman. 1904. Studies of Eocene Mammalia in the Marsh Collection, Peabody Museum. Part II. Primates. The American Journal of Science, series 4 17:133-140"
Hemiacodon gracilis,46847,46847,Hemiacodon gracilis,,46847,species,40808,1872,57294,extinct,10,Omomyidae,Hemiacodon,O. C. Marsh. 1872. Preliminary description of new Tertiary mammals. Part II. American Journal of Science 4(21):202-224
Hemiacodon casamissus,46846,46846,Hemiacodon casamissus,,46846,species,40808,1992,1049,extinct,1,Omomyidae,Hemiacodon,"K. C. Beard, L. Kristalka, and R. K. Stucky. 1992. Revision of the Wind River faunas, early Eocene of central Wyoming. Part 12. New species of omomyid primates (Mammalia: Primates: Omomyidae)\r\nand omomyid taxonomic composition across the early-middle\r\nEocene boundary. Annals of Carnegie Museum 61(1):39-62"
Macrotarsius macrorhysis,101386,101386,Macrotarsius macrorhysis,,101386,species,40814,1994,1044,extinct,1,Omomyidae,Macrotarsius,"K. C. Beard, T. Qi, and M. R. Dawson, B. Wang, C. Li. 1994. A diverse new primate fauna from middle Eocene fissure-fillings in southeastern China. Nature 368:604-609"
Macrotarsius jepseni,46848,47852,Macrotarsius jepseni,,46848,species,40814,1968,2923,extinct,2,Omomyidae,Macrotarsius,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326"
Macrotarsius siegerti,47855,47855,Macrotarsius siegerti,,47855,species,40814,1968,2923,extinct,8,Omomyidae,Macrotarsius,"P. Robinson. 1968. The paleontology and geology of the Badwater Creek area, central Wyoming. Annals of Carnegie Museum 39(19):307-326"
Macrotarsius montanus,47853,47853,Macrotarsius montanus,,47853,species,40814,1941,1232,extinct,1,Omomyidae,Macrotarsius,J. Clark. 1941. An Anaptomorphid Primate from the Oligocene of Montana. Journal of Paleontology 15(5)
