accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no,accepted_rank,parent_no,ref_pubyr,reference_no,is_extant,n_occs,family,genus,primary_reference
Hispanopithecus (Hispanopithecus) crusafonti,385049,430457,Hispanopithecus (Hispanopithecus) crusafonti,,385049,species,385516,1992,68650,extinct,0,Hominidae,Hispanopithecus,"D.R. Begun. 1992. Dryopithecus crusafonti sp. nov., a New Miocene Hominoid Species From Can Ponsic (Northeastern Spain). American Journal of Physical Anthropology 87:291-309"
Hispanopithecus (Hispanopithecus) laietanus,385517,385517,Hispanopithecus (Hispanopithecus) laietanus,,385517,species,385516,2012,68778,extinct,1,Hominidae,Hispanopithecus,"D.M. Alba, I. Casanovas-Vilar, and S. Almécija, JM Robles, J. Arias-Martorell, S. Moyà-Solà. 2012. New dental remains of Hispanopithecus laietanus (Primates: Hominidae) from Can Llobateres 1 and the taxonomy of Late Miocene hominoids from the Vallès-Penedès Basin (NE Iberian Peninsula. Journal of Human Evolution 63(1):231-246"
Hispanopithecus (Hispanopithecus) laietanus,385518,385518,Dryopithecus laietanus,subjective synonym of,385517,species,385516,2012,68779,extinct,1,Hominidae,Hispanopithecus,"D.M. Alba. 2012. Fossil apes from the vallès‐penedès basin. Evolutionary Anthropology: Issues, News, and Reviews 21(6):254-269"
Hispanopithecus (Hispanopithecus) hungaricus,143195,430458,Hispanopithecus (Hispanopithecus) hungaricus,,143195,species,385516,2012,74762,extinct,1,Hominidae,Hispanopithecus,"D. M. Alba, S. Almécija, and I. Casanovas-Vilar, J. M. Méndez, S. Moyà-Solà. 2012. A partial skeleton of the fossil great ape Hispanopithecus laietanus from Can Feu and the mosaic evolution of crown-hominoid positional behaviors. PLoS ONE 7(6):e39617"
Hispanopithecus (Hispanopithecus) hungaricus,143193,143193,Dryopithecus brancoi,subjective synonym of,143195,species,385516,1991,29415,extinct,1,Hominidae,Hispanopithecus,"T. Harrison, E. Delson, and J. Guan. 1991. A new species of Pliopithecus from the middle Miocene of China and its implications for early catarrhine zoogeography. Journal of Human Evolution 21(5):329-361"
Hispanopithecus (Hispanopithecus) hungaricus,143192,143192,Rangwapithecus (Ataxopithecus) serus,subjective synonym of,143195,species,385516,1991,29415,extinct,1,Hominidae,Hispanopithecus,"T. Harrison, E. Delson, and J. Guan. 1991. A new species of Pliopithecus from the middle Miocene of China and its implications for early catarrhine zoogeography. Journal of Human Evolution 21(5):329-361"
Pongo pygmaeus,232338,183261,Pongo pygmaeus,,232338,species,40897,2006,41221,extant,9,Hominidae,Pongo,"A. B. Taylor. 2006. Feeding behavior, diet, and the functional consequences of jaw form in orangutans, with implications for the evolution of Pongo. Journal of Human Evolution 50(4):377-393"
Pongo hooijeri,183260,183260,Pongo hooijeri,,183260,species,40897,1995,35877,extinct,2,Hominidae,Pongo,"J. H. Schwartz, V. T. Long, and N. L. Cuong, L. T. Kha, I. Tattersall. 1995. A review of the Pleistocene hominoid fauna of the Socialist Republic of Vietnam (excluding Hylobatidae). Anthropological Paper of the American Museum of Natural History 76:1-23"
Pongo tapanuliensis,399515,399515,Pongo tapanuliensis,,399515,species,40897,2017,71027,extant,0,Hominidae,Pongo,"A. Nater, M.P. Mattle-Greminger, and A. Nurcahyo, M. G. Nowak, M. de Manuel, T. Desai, C. Groves, M. Pybus, T. B. Sonay, C. Roos, A. R. Lameira, S. A. Wich, J. Askew, M. Davila-Ross, G. Fredriksson, G. de Valles, F. Casals, J. Prado-Martinez, B. Goossens, E. J. Verschoor, K. S. Warren, I. Si. 2017. Morphometric, behavioral, and genomic evidence for a new orangutan species. Cell Biology 27(22):3487-3498"
Pongo abelii,232339,232339,Pongo abelii,,232339,species,40897,2006,41221,extant,0,Hominidae,Pongo,"A. B. Taylor. 2006. Feeding behavior, diet, and the functional consequences of jaw form in orangutans, with implications for the evolution of Pongo. Journal of Human Evolution 50(4):377-393"
Gigantopithecus blacki,360471,360471,Gigantopithecus blacki,,360471,species,40894,1935,63335,extinct,3,Hominidae,Gigantopithecus,G. H. R. von Koenigswald. 1935. Eine fossile Saügetierfauna mit Simia aus Südchina. Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen. SerB Palaeontol Geol Phys Chem Anthropol 38:872-879
Gigantopithecus bilaspurensis,133701,133701,Gigantopithecus bilaspurensis,,133701,species,40894,1969,62867,extinct,1,Hominidae,Gigantopithecus,"E. L. Simons and S. R. K. Chopra. 1969. Gigantopithecus (Pongidae, Hominoidea) a new species from North India. Postilla 138:1-18"
Gigantopithecus giganteus,133680,133687,Gigantopithecus giganteus,,133680,species,40894,1915,63408,extinct,0,Hominidae,Gigantopithecus,G. E. Pilgrim. 1915. New Siwalik primates and their bearing on the question of the evolution of man and the anthropoidea. Records of the Geological Survey of India 45:1-74
Sivapithecus punjabicus,133677,133710,Sivapithecus punjabicus,,133677,species,40898,1982,28184,extinct,1,Hominidae,Sivapithecus,P. Andrews and J. E. Cronin. 1982. The relationships of Sivapithecus and Ramapithecus and the evolution of the orang-utan. Nature 297:541-546
Sivapithecus parvada,385356,385356,Sivapithecus parvada,,385356,species,40898,2002,68759,extinct,0,Hominidae,Sivapithecus,"J. Kelley. 2002. The hominoid radiation in Asia.  In W.C. Hartwig (ed.), The Primate Fossil Record"
Sivapithecus,133690,133691,Sivapithecus sivalensis,nomen dubium,40898,genus,40898,1982,28180,extinct,1,Hominidae,Sivapithecus,R. F. Kay. 1982. Sexual dimorphism in Ramapithecinae. Proceedings of the National Academy of Sciences 79:209-212
Sivapithecus simsoni,385525,385525,Sivapithecus simsoni,,385525,species,40898,1982,68655,extinct,0,Hominidae,Sivapithecus,"R.F. Kay. 1982. Sivapithecus simonsi, a New Species of Miocene Hominoid, with Comments on the Phylogenetic Status of the Ramapithecinae.  International Journal of Primatotology 3(2):113-173"
Ankarapithecus meteai,133708,133708,Ankarapithecus meteai,,133708,species,40898,1982,28184,extinct,0,Hominidae,Sivapithecus,P. Andrews and J. E. Cronin. 1982. The relationships of Sivapithecus and Ramapithecus and the evolution of the orang-utan. Nature 297:541-546
Sivapithecus indicus,133676,133688,Sivapithecus indicus,,133676,species,40898,1982,28180,extinct,3,Hominidae,Sivapithecus,R. F. Kay. 1982. Sexual dimorphism in Ramapithecinae. Proceedings of the National Academy of Sciences 79:209-212
Sivapithecus indicus,133683,133683,Sivapithecus orientalis,subjective synonym of,133676,species,40898,1971,28179,extinct,3,Hominidae,Sivapithecus,E. L. Simons and D. Pilbeam. 1971. A gorilla-sized ape from the Miocene of India. Science 173:23-27
Khoratpithecus chiangmuanensis,89268,89268,Khoratpithecus chiangmuanensis,,89268,species,89267,2003,24182,extinct,0,Hominidae,Khoratpithecus,"Y. Chaimanee, D. Jolly, and M. Benammi, P. Tafforeau, D. Duzer, I. Moussa, J.-J. Jaeger. 2003. A Middle Miocene hominoid from Thailand and orangutan origins. Nature 422:61-65"
Khoratpithecus piriyai,89269,89269,Khoratpithecus piriyai,,89269,species,89267,2004,24291,extinct,1,Hominidae,Khoratpithecus,"Y. Chaimanee, V. Suteethorn, and P. Jintasakul, C. Vidthayanon, B. Marandat, J.-J. Jaeger. 2004. A new orang-utan relative from the Late Miocene of Thailand. Nature 427:439-441"
Khoratpithecus ayeyarwadyensis,187803,187803,Khoratpithecus ayeyarwadyensis,,187803,species,89267,2011,36443,extinct,1,Hominidae,Khoratpithecus,"J.-J. Jaeger, A. N. Soe, and O. Chavasseau, P. Coster, E.-G. Emonet, F. Guy, R. Lebrun, A. A. Maung, H. Shwe, S. T. Tun, K. L. Oo, M. Rugbumrung, H. Bocherens, M. Benammi, K. Chaivanich, P. Tafforeau, Y. Chaimanee. 2011. First Hominoid from the Late Miocene of the Irrawaddy Formation (Myanmar). PLoS One 6(4):1-14"
Lufengpithecus keiyuanensis,89271,89271,Lufengpithecus keiyuanensis,,89271,species,89270,2006,19162,extinct,0,Hominidae,Lufengpithecus,"Y. Chaimanee, C. Yamee, and P. Tian, K. Khaowiset, B. Marandat, P. Tafforeau, C. Nemoz, J.-J. Jaeger. 2006. Khoratpithecus piriyai, a Late Miocene hominoid of Thailand. American Journal of Physical Anthropology 131:311-323"
Lufengpithecus lufengensis,385523,385523,Lufengpithecus lufengensis,,385523,species,89270,2002,68759,extinct,1,Hominidae,Lufengpithecus,"J. Kelley. 2002. The hominoid radiation in Asia.  In W.C. Hartwig (ed.), The Primate Fossil Record"
Hominidae,104116,104116,Homo troglodytes,nomen vanum,40899,family,40899,1758,12782,extant,0,Hominidae,NO_GENUS_SPECIFIED,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Oreopithecus bambolii,364970,364970,Oreopithecus bambolii,,364970,species,40882,1876,64426,extinct,2,Hominidae,Oreopithecus,P. Gervais. 1876. Zoologie et Paléontologie Générales. Nouvelles Recherches sur les Animaux Vertébrés Dont On Trouve les Ossements Enfouis dans le Sol et sur Leur Comparaison aves les Espèces Actuellement Existantes. Deuxième Série [General Zoology and Paleontology. New Research on Vertebrate Animals Whose Bones Are Found in the Soil and Their Comparison with Existing Species. Second Series]
Paranthropus aethiopicus,83067,385302,Paranthropus aethiopicus,,83067,species,83063,2010,68742,extinct,0,Hominidae,Paranthropus,"L.M. MacLatchy, J. Desilva, and WJ Sanders, B. Wood. 2010. Hominini. Cenozoic Mammals of Africa"
Paranthropus robustus,83069,385304,Paranthropus robustus,,83069,species,83063,2010,68742,extinct,8,Hominidae,Paranthropus,"L.M. MacLatchy, J. Desilva, and WJ Sanders, B. Wood. 2010. Hominini. Cenozoic Mammals of Africa"
Paranthropus boisei,83068,385303,Paranthropus boisei,,83068,species,83063,2010,68742,extinct,66,Hominidae,Paranthropus,"L.M. MacLatchy, J. Desilva, and WJ Sanders, B. Wood. 2010. Hominini. Cenozoic Mammals of Africa"
Kamoyapithecus hamiltoni,331886,331887,Kamoyapithecus hamiltoni,,331886,species,169695,1995,5444,extinct,2,NO_FAMILY_SPECIFIED,Kamoyapithecus,"M. G. Leakey, P. S. Ungar, and A. Walker. 1995. A new genus of large primate from the late Oligocene of Lothidok, Turkana District, Kenya. Journal of Human Evolution 28(6):519-531"
Micropithecus leakeyorum,143165,143165,Micropithecus leakeyorum,,143165,species,143126,1989,5308,extinct,2,Dendropithecidae,Micropithecus,T. Harrison. 1989. A new species of Micropithecus from the middle Miocene of Kenya. Journal of Human Evolution 18(6):537-557
Micropithecus clarki,143127,143127,Micropithecus clarki,,143127,species,143126,1978,29409,extinct,2,Dendropithecidae,Micropithecus,"J. G. Fleagle and E. L. Simons. 1978. Micropithecus clarki, a small ape from the Miocene of Uganda. American Journal of Physical Anthropology 49(4):427-440"
Simiolus minutus,384279,384279,Simiolus minutus,,384279,species,132668,2018,68440,extinct,0,Dendropithecidae,Simiolus,"J.B. Rossie and A. Hill. 2018. A new species of Simiolus from the middle Miocene of the Tugen Hills, Kenya. Journal of Human Evolution 125:50-58"
Simiolus enjiessi,132669,132669,Simiolus enjiessi,,132669,species,132668,1991,28050,extinct,1,Dendropithecidae,Simiolus,"W. Anyonge. 1991. Fauna from a new Lower Miocene locality west of Lake Turkana, Kenya. Journal of Vertebrate Paleontology 11(3):378-390"
Dendropithecus macinnesi,385047,385048,Dendropithecus macinnesi,,385047,species,40885,1949,68647,extinct,0,Dendropithecidae,Dendropithecus,W.E. Le Gros Clark and L.S.B. Leakey. 1949. Diagnoses of East African Miocene Hominoidea. Quarterly Journal of the Geological Society 105(1-4):260-264
Kogolepithecus morotoensis,135926,135926,Kogolepithecus morotoensis,,135926,species,135925,2003,28475,extinct,1,NO_FAMILY_SPECIFIED,Kogolepithecus,"M. Pickford, B. Senut, and D. Gommery, E. Musiime. 2003. New Catarrhine fossils from Moroto II, Early Middle Miocene (ca 17.5 Ma) Uganda. Comptes Rendus Palevol 2(8):649-662"
Catarrhini,143145,143147,Krishnapithecus krishnaii,nomen dubium,40854,infraorder,40854,1999,29410,extinct,0,NO_FAMILY_SPECIFIED,NO_GENUS_SPECIFIED,"T. Harrison and Y. Gu. 1999. Taxonomy and phylogenetic relationships of early Miocene catarrhines from Sihong, China. 37(2):225-277"
Kalepithecus songhorensis,143166,143168,Kalepithecus songhorensis,,143166,species,143167,1989,5308,extinct,2,NO_FAMILY_SPECIFIED,Kalepithecus,T. Harrison. 1989. A new species of Micropithecus from the middle Miocene of Kenya. Journal of Human Evolution 18(6):537-557
Saadanius hijazensis,169688,169688,Saadanius hijazensis,,169688,species,169687,2010,33160,extinct,1,Saadaniidae,Saadanius,"I. S. Zalmout, W. J. Sanders, and L. M. MacLatchy, G. F. Gunnell, Y. A. Al-Mufarreh, M. A. Ali, A.-A. H. Nasser, A. M. Al-Masari, S. A. Al-Sobhi, A. O. Nadhra, A. H. Matari, J. A. Wilson, P. D. Gingerich. 2010. New Oligocene primate from Saudi Arabia and the divergence of apes and Old World monkeys. Nature 466:360-364"
Oligopithecus savagei,172415,172415,Oligopithecus savagei,,172415,species,40896,1962,34163,extinct,1,Propliopithecidae,Oligopithecus,E. L. Simons. 1962. Two new primate species from the African Oligocene. Postilla 64:1-12
Oligopithecus rogeri,306557,306557,Oligopithecus rogeri,,306557,species,40896,1995,52910,extinct,1,Propliopithecidae,Oligopithecus,"E. Gheerbrant, H. Thomas, and S. Sen, Z. Al-Sulaimani. 1995. Nouveau primate Oligopithecinae (Simiiformes) de l'Oligocène inférieur de Taqah, Sultanat d'Oman = New Oligopithecinae Primate (Simiiformes) from the early Oligocene of Taqah, Sultanate of Oman. Comptes rendus de l'Académie des sciences de Paris, Série 2 321:425-432"
Aegyptopithecus zeuxis,100577,100577,Aegyptopithecus zeuxis,,100577,species,92594,1965,24335,extinct,2,Propliopithecidae,Aegyptopithecus,E. L. Simons. 1965. New fossil apes from Egypt and the initial differentiation of Hominoidea. Nature 205:135-139
Propliopithecus ankeli,97187,97187,Propliopithecus ankeli,,97187,species,40888,1987,23738,extinct,1,Propliopithecidae,Propliopithecus,"E. L. Simons, D. T. Rasmussen, and D. L. Gebo. 1987. A new species of Propliopithecus from the Fayum, Egypt. American Journal of Physical Anthropology 73(2):139-147"
Propliopithecus chirobates,100578,184209,Propliopithecus chirobates,,100578,species,40888,1965,24335,extinct,1,Propliopithecidae,Propliopithecus,E. L. Simons. 1965. New fossil apes from Egypt and the initial differentiation of Hominoidea. Nature 205:135-139
Propliopithecus haeckeli,100582,100582,Propliopithecus haeckeli,,100582,species,40888,1965,24335,extinct,4,Propliopithecidae,Propliopithecus,E. L. Simons. 1965. New fossil apes from Egypt and the initial differentiation of Hominoidea. Nature 205:135-139
Propliopithecus haeckeli,145160,145160,Moeripithecus markgrafi,subjective synonym of,100582,species,40888,1978,29671,extinct,4,Propliopithecidae,Propliopithecus,P. D. Gingerich. 1978. The Stuttgart collection of Oligocene primates from the Fayum Province of Egypt. Paläontologische Zeitschrift 52(1/2):82-92
Nsungwepithecus gunnelli,343425,343425,Nsungwepithecus gunnelli,,343425,species,343424,2013,59541,extinct,1,NO_FAMILY_SPECIFIED,Nsungwepithecus,"N. J. Stevens, E. R. Seiffert, and P. M. O.'Connor, E. M. Roberts, M. D. Schmitz, C. Krause, E. Gorscak, S. Ngasala, T. L. Hieronymus, J. Temu. 2013. Palaeontological evidence for an Oligocene divergence between Old World monkeys and apes. Nature 497:611-614"
Alophia metios,382626,382626,Alophia metios,,382626,species,382625,2019,68129,extinct,3,NO_FAMILY_SPECIFIED,Alophia,"D. T. Rasmussen, A. R. Friscia, and M. Gutierrez, J. Kappelman, E. R. Miller, S. Muteti, D. Reynoso, JB Rossie, T. L. Spell, N. J. Tabor, E. Gierlowski-Kordesch, B. F. Jacobs, B. Kyongo, M. Macharwas, F. Muchemi. 2019. Primitive Old World monkey from the earliest Miocene of Kenya and the evolution of cercopithecoid bilophodonty. Proceedings of the National Academy of Sciences 116(13):6051-6056"
Victoriapithecus macinnesi,135923,135923,Victoriapithecus macinnesi,,135923,species,40880,2003,28475,extinct,13,Victoriapithecidae,Victoriapithecus,"M. Pickford, B. Senut, and D. Gommery, E. Musiime. 2003. New Catarrhine fossils from Moroto II, Early Middle Miocene (ca 17.5 Ma) Uganda. Comptes Rendus Palevol 2(8):649-662"
Victoriapithecus macinnesi,387235,387235,Victoriapithecus leakeyi,subjective synonym of,135923,species,40880,1990,15282,extinct,13,Victoriapithecidae,Victoriapithecus,"P. D. Gingerich, B. H. Smith, and EL Simons. 1990. Hind limbs of Eocene Basilosaurus: Evidence of feet in whales. Science 249:154-157"
Noropithecus bulukensis,208981,208981,Noropithecus bulukensis,,208981,species,208741,2009,38826,extinct,1,Victoriapithecidae,Noropithecus,"E. R. Miller, B. R. Benefit, and M. L. McCrossin, J. M. Plavcan, M. G. Leakey, A. N. El-Barkooky, M. A. Hamdan, M. K. Abdel Gawad, S. M. Hassan, E. L. Simons. 2009. Systematics of early and middle Miocene Old World monkeys. Journal of Human Evolution 57:195-211"
Prohylobates simonsi,387237,387237,Prohylobates simonsi,,387237,species,40877,2008,69034,extinct,1,Victoriapithecidae,Prohylobates,B. R. Benefit. 2008. The Biostratigraphy and Palaeontology of Fossil Cercopithecoids from Eastern Libya. Geology of East Libya 3:247-266
Prohylobates tandyi,100579,100579,Prohylobates tandyi,,100579,species,40877,1918,26934,extinct,1,Victoriapithecidae,Prohylobates,R. Fourtau. 1918. Contribution à l'étude des vertébrés miocènes de l'Égypte
