county,county_name,district,district_name,k12_enrollment,reduced,free,total_reduced_free,percent_reduced_free,year
19,Chickasaw,4662,New Hampton,"1,144",,,319,27.9,2010.0
44,Henry,4689,New London,531,,,227,42.8,2010.0
50,Jasper,4725,Newton,"3,112",,,"1,441",46.3,2010.0
65,Mills,4751,Nishna Valley,248,,,125,50.4,2010.0
34,Floyd,4761,Nora Springs-Rock Falls,398,,,123,30.9,2010.0
98,Worth,4772,North Central,427,,,157,36.8,2010.0
23,Clinton,4773,Northeast,725,,,199,27.5,2010.0
33,Fayette,4774,North Fayette,888,,,316,35.6,2010.0
40,Hamilton,4775,Northeast Hamilton,273,,,79,28.9,2010.0
62,Mahaska,4776,North Mahaska,569,,,200,35.2,2010.0
57,Linn,4777,North Linn,745,,,156,20.9,2010.0
55,Kossuth,4778,North Kossuth,264,,,110,41.7,2010.0
77,Polk,4779,North Polk,"1,331",,,152,11.4,2010.0
82,Scott,4784,North Scott,"3,153",,,781,24.8,2010.0
86,Tama,4785,North Tama County,534,,,135,25.3,2010.0
96,Winneshiek,4787,North Winneshiek,173,,,64,37.0,2010.0
98,Worth,4788,Northwood-Kensett,507,,,180,35.5,2010.0
91,Warren,4797,Norwalk,"2,664",,,445,16.7,2010.0
81,Sac,4860,Odebolt-Arthur,331,,,156,47.1,2010.0
33,Fayette,4869,Oelwein,"1,370",,,741,54.1,2010.0
8,Boone,4878,Ogden,750,,,205,27.3,2010.0
30,Dickinson,4890,Okoboji,966,,,281,29.1,2010.0
53,Jones,4905,Olin Consolidated,180,,,82,45.6,2010.0
1,Adair,4978,Orient-Macksburg,197,,,103,52.3,2010.0
66,Mitchell,4995,Osage,965,,,272,28.2,2010.0
62,Mahaska,5013,Oskaloosa,"2,523",,,"1,090",43.2,2010.0
90,Wapello,5049,Ottumwa,"4,782",,,"2,408",50.4,2010.0
39,Guthrie,5121,Panorama,792,,,272,34.3,2010.0
37,Greene,5139,Paton-Churdan,171,,,76,44.4,2010.0
50,Jasper,5160,PCM,"1,113",,,264,23.7,2010.0
54,Keokuk,5163,Pekin,730,,,275,37.7,2010.0
63,Marion,5166,Pella,"2,335",,,440,18.8,2010.0
25,Dallas,5184,Perry,"1,892",,,"1,152",60.9,2010.0
82,Scott,5250,Pleasant Valley,"3,912",,,406,10.4,2010.0
63,Marion,5256,Pleasantville,695,,,244,35.1,2010.0
76,Pocahontas,5283,Pocahontas Area,533,,,235,44.1,2010.0
13,Calhoun,5301,Pomeroy-Palmer,218,,,96,44.0,2010.0
3,Allamakee,5310,Postville,555,,,386,69.6,2010.0
94,Webster,5325,Prairie Valley,687,,,285,41.5,2010.0
2,Adams,5328,Prescott,40,,,26,65.0,2010.0
49,Jackson,5337,Preston,348,,,70,20.1,2010.0
69,Montgomery,5463,Red Oak,"1,245",,,659,52.9,2010.0
75,Plymouth,5486,Remsen-Union,391,,,103,26.3,2010.0
45,Howard,5508,Riceville,292,,,87,29.8,2010.0
78,Pottawattamie,5510,Riverside,624,,,242,38.8,2010.0
84,Sioux,5607,Rock Valley,781,,,282,36.1,2010.0
17,Cerro Gordo,5616,Rockwell-Swaledale,373,,,127,34.1,2010.0
13,Calhoun,5625,Rockwell City-Lytton,511,,,195,38.2,2010.0
85,Story,5643,Roland-Story,"1,015",,,192,18.9,2010.0
34,Floyd,5697,Rudd-Rockford-Marble Rk,513,,,161,31.4,2010.0
74,Palo Alto,5724,Ruthven-Ayrshire,259,,,105,40.5,2010.0
81,Sac,5742,Sac,469,,,181,38.6,2010.0
66,Mitchell,5751,St Ansgar,669,,,188,28.1,2010.0
77,Polk,5805,Saydel,"1,330",,,669,50.3,2010.0
81,Sac,5823,Schaller-Crestland,370,,,163,44.1,2010.0
24,Crawford,5832,Schleswig,209,,,109,52.2,2010.0
55,Kossuth,5868,Sentral,183,,,97,53.0,2010.0
97,Woodbury,5877,Sergeant Bluff-Luton,"1,585",,,390,24.6,2010.0
93,Wayne,5895,Seymour,236,,,117,49.6,2010.0
35,Franklin,5922,Sheffield Chapin,369,,,103,27.9,2010.0
71,O'Brien,5949,Sheldon,"1,064",,,340,32.0,2010.0
73,Page,5976,Shenandoah,"1,060",,,532,50.2,2010.0
72,Osceola,5994,Sibley-Ocheyedan,822,,,272,33.1,2010.0
36,Fremont,6003,Sidney,396,,,182,46.0,2010.0
54,Keokuk,6012,Sigourney,607,,,182,30.0,2010.0
84,Sioux,6030,Sioux Center,"1,038",,,345,33.2,2010.0
11,Buena Vista,6035,Sioux Central,673,,,266,39.5,2010.0
97,Woodbury,6039,Sioux City,"14,233",,,"7,718",54.2,2010.0
13,Calhoun,6091,Southern Cal,513,,,202,39.4,2010.0
52,Johnson,6093,Solon,"1,354",,,105,7.8,2010.0
91,Warren,6094,Southeast Warren,527,,,149,28.3,2010.0
40,Hamilton,6095,South Hamilton,734,,,217,29.6,2010.0
94,Webster,6096,Southeast Webster Grand,595,,,255,42.9,2010.0
73,Page,6097,South Page,180,,,108,60.0,2010.0
86,Tama,6098,South Tama County,"1,530",,,645,42.2,2010.0
71,O'Brien,6099,South O'Brien,631,,,206,32.7,2010.0
96,Winneshiek,6100,South Winneshiek,630,,,193,30.6,2010.0
77,Polk,6101,Southeast Polk,"6,399",,,"1,805",28.2,2010.0
21,Clay,6102,Spencer,"2,123",,,787,37.1,2010.0
30,Dickinson,6120,Spirit Lake,"1,247",,,313,25.1,2010.0
57,Linn,6138,Springville,404,,,92,22.8,2010.0
69,Montgomery,6165,Stanton,270,,,64,23.7,2010.0
33,Fayette,6175,Starmont,667,,,228,34.2,2010.0
11,Buena Vista,6219,Storm Lake,"2,274",,,"1,568",69.0,2010.0
40,Hamilton,6246,Stratford,87,,,24,27.6,2010.0
39,Guthrie,6264,West Central Valley,912,,,343,37.6,2010.0
9,Bremer,6273,Sumner,540,,,137,25.4,2010.0
16,Cedar,6408,Tipton,930,,,230,24.7,2010.0
55,Kossuth,6417,Titonka Consolidated,121,,,60,49.6,2010.0
78,Pottawattamie,6453,Treynor,733,,,70,9.6,2010.0
78,Pottawattamie,6460,Tri-Center,772,,,181,23.5,2010.0
54,Keokuk,6462,Tri-County,300,,,156,52.0,2010.0
9,Bremer,6471,Tripoli,502,,,119,23.7,2010.0
96,Winneshiek,6509,Turkey Valley,462,,,94,20.4,2010.0
63,Marion,6512,Twin Cedars,468,,,187,40.0,2010.0
46,Humboldt,6516,Twin Rivers,125,,,75,60.0,2010.0
78,Pottawattamie,6534,Underwood,797,,,132,16.6,2010.0
7,Black Hawk,6536,Union,"1,240",,,335,27.0,2010.0
8,Boone,6561,United,229,,,78,34.1,2010.0
77,Polk,6579,Urbandale,"3,926",,,868,22.1,2010.0
33,Fayette,6591,Valley,480,,,171,35.6,2010.0
89,Van Buren,6592,Van Buren,696,,,290,41.7,2010.0
25,Dallas,6615,Van Meter,624,,,83,13.3,2010.0
17,Cerro Gordo,6633,Ventura,311,,,98,31.5,2010.0
69,Montgomery,6651,Villisca,358,,,185,51.7,2010.0
6,Benton,6660,Vinton-Shellsburg,"1,700",,,589,34.7,2010.0
44,Henry,6700,Waco,523,,,201,38.4,2010.0
81,Sac,6741,Wall Lake View Auburn,516,,,172,33.3,2010.0
78,Pottawattamie,6750,Walnut,188,,,85,45.2,2010.0
58,Louisa,6759,Wapello,759,,,396,52.2,2010.0
9,Bremer,6762,Wapsie Valley,795,,,131,16.5,2010.0
92,Washington,6768,Washington,"1,766",,,729,41.3,2010.0
7,Black Hawk,6795,Waterloo,"10,663",,,"6,933",65.0,2010.0
25,Dallas,6822,Waukee,"6,552",,,856,13.1,2010.0
9,Bremer,6840,Waverly-Shell Rock,"2,126",,,470,22.1,2010.0
93,Wayne,6854,Wayne,597,,,299,50.1,2010.0
40,Hamilton,6867,Webster City,"1,789",,,770,43.0,2010.0
74,Palo Alto,6921,West Bend-Mallard,329,,,74,22.5,2010.0
16,Cedar,6930,West Branch,855,,,202,23.6,2010.0
29,Des Moines,6937,West Burlington Ind,793,,,352,44.4,2010.0
33,Fayette,6943,West Central,277,,,109,39.4,2010.0
28,Delaware,6950,West Delaware County,"1,574",,,440,28.0,2010.0
77,Polk,6957,West Des Moines,"9,195",,,"2,105",22.9,2010.0
31,Dubuque,6961,Western Dubuque,"3,250",,,932,28.7,2010.0
43,Harrison,6969,West Harrison,446,,,160,35.9,2010.0
70,Muscatine,6975,West Liberty,"1,234",,,649,52.6,2010.0
60,Lyon,6983,West Lyon,814,,,192,23.6,2010.0
64,Marshall,6985,West Marshall,900,,,242,26.9,2010.0
67,Monona,6987,West Monona,688,,,311,45.2,2010.0
84,Sioux,6990,West Sioux,700,,,331,47.3,2010.0
97,Woodbury,6992,Westwood,594,,,224,37.7,2010.0
67,Monona,7002,Whiting,246,,,130,52.9,2010.0
48,Iowa,7029,Williamsburg,"1,219",,,299,24.5,2010.0
70,Muscatine,7038,Wilton,819,,,253,30.9,2010.0
44,Henry,7047,Winfield-Mt Union,469,,,223,47.6,2010.0
61,Madison,7056,Winterset,"1,849",,,601,32.5,2010.0
41,Hancock,7083,Woden-Crystal Lake,108,,,41,38.0,2010.0
43,Harrison,7092,Woodbine,468,,,156,33.3,2010.0
97,Woodbury,7098,Woodbury Central,651,,,131,20.1,2010.0
25,Dallas,7110,Woodward-Granger,"1,069",,,408,38.2,2010.0
42,Hardin,9,AGWSR,574,,,169,29.4,2009.0
39,Guthrie,18,Adair-Casey,357,,,122,34.2,2009.0
25,Dallas,27,Adel DeSoto Minburn,"1,508",,,331,22.0,2009.0
75,Plymouth,63,Akron Westfield,582,,,171,29.4,2009.0
11,Buena Vista,72,Albert City-Truesdale,105,,,43,41.0,2009.0
68,Monroe,81,Albia,"1,191",,,429,36.0,2009.0
57,Linn,99,Alburnett,613,,,102,16.6,2009.0
42,Hardin,108,Alden,234,,,87,37.2,2009.0
55,Kossuth,126,Algona,"1,404",,,491,35.0,2009.0
3,Allamakee,135,Allamakee,"1,316",,,584,44.4,2009.0
12,Butler,153,Allison-Bristow,331,,,104,31.4,2009.0
11,Buena Vista,171,Alta,534,,,232,43.5,2009.0
85,Story,225,Ames,"4,622",,,"1,022",22.1,2009.0
53,Jones,234,Anamosa,"1,385",,,486,35.1,2009.0
49,Jackson,243,Andrew,271,,,103,38.0,2009.0
15,Cass,252,Anita,237,,,92,38.8,2009.0
77,Polk,261,Ankeny,"8,211",,,838,10.2,2009.0
97,Woodbury,270,Anthon-Oto,274,,,140,51.1,2009.0
12,Butler,279,Aplington-Parkersburg,832,,,226,27.2,2009.0
32,Emmet,333,Armstrong-Ringsted,330,,,118,35.8,2009.0
24,Crawford,355,Ar-We-Va,286,,,79,27.6,2009.0
15,Cass,387,Atlantic,"1,591",,,666,41.9,2009.0
5,Audubon,414,Audubon,641,,,213,33.2,2009.0
18,Cherokee,423,Aurelia,270,,,82,30.4,2009.0
78,Pottawattamie,441,A-H-S-T,595,,,205,34.5,2009.0
85,Story,472,Ballard,"1,598",,,333,20.8,2009.0
47,Ida,504,Battle Creek-Ida Grove,718,,,253,35.2,2009.0
50,Jasper,513,Baxter,416,,,100,24.0,2009.0
38,Grundy,540,BCLUW,624,,,181,29.0,2009.0
87,Taylor,549,Bedford,531,,,257,48.4,2009.0
6,Benton,576,Belle Plaine,578,,,200,34.6,2009.0
49,Jackson,585,Bellevue,687,,,155,22.6,2009.0
99,Wright,594,Belmond-Klemme,748,,,340,45.5,2009.0
16,Cedar,603,Bennett,86,,,22,25.6,2009.0
6,Benton,609,Benton,"1,728",,,349,20.2,2009.0
82,Scott,621,Bettendorf,"4,646",,,"1,189",25.6,2009.0
90,Wapello,657,Eddyville-Blakesburg,771,,,354,45.9,2009.0
77,Polk,720,Bondurant-Farrar,"1,321",,,233,17.6,2009.0
8,Boone,729,Boone,"2,295",,,817,35.6,2009.0
84,Sioux,747,Boyden-Hull,631,,,206,32.7,2009.0
41,Hancock,819,West Hancock,655,,,248,37.9,2009.0
79,Poweshiek,846,Brooklyn-Guernsey-Malcom,583,,,161,27.6,2009.0
95,Winnebago,873,North Iowa,480,,,187,39.0,2009.0
29,Des Moines,882,Burlington,"4,265",,,"2,209",51.8,2009.0
15,Cass,914,C and M,181,,,85,47.0,2009.0
35,Franklin,916,CAL,290,,,116,40.0,2009.0
23,Clinton,918,Calamus-Wheatland,538,,,160,29.7,2009.0
23,Clinton,936,Camanche,"1,086",,,340,31.3,2009.0
90,Wapello,977,Cardinal,632,,,339,53.6,2009.0
91,Warren,981,Carlisle,"1,888",,,382,20.2,2009.0
14,Carroll,999,Carroll,"1,885",,,535,28.4,2009.0
7,Black Hawk,1044,Cedar Falls,"4,667",,,924,19.8,2009.0
57,Linn,1053,Cedar Rapids,"17,177",,,"7,014",40.8,2009.0
57,Linn,1062,Center Point-Urbana,"1,510",,,216,14.3,2009.0
4,Appanoose,1071,Centerville,"1,521",,,696,45.8,2009.0
56,Lee,1079,Central Lee,"1,023",,,313,30.6,2009.0
22,Clayton,1080,Central,525,,,169,32.2,2009.0
23,Clinton,1082,Central Clinton,"1,593",,,411,25.8,2009.0
57,Linn,1089,Central City,474,,,137,28.9,2009.0
27,Decatur,1093,Central Decatur,729,,,410,56.2,2009.0
60,Lyon,1095,Central Lyon,632,,,185,29.3,2009.0
59,Lucas,1107,Chariton,"1,497",,,737,49.2,2009.0
34,Floyd,1116,Charles City,"1,563",,,674,43.1,2009.0
24,Crawford,1134,Charter Oak-Ute,338,,,158,46.8,2009.0
18,Cherokee,1152,Cherokee,"1,061",,,412,38.8,2009.0
73,Page,1197,Clarinda,"1,183",,,384,32.5,2009.0
99,Wright,1206,Clarion-Goldfield,872,,,310,35.6,2009.0
20,Clarke,1211,Clarke,"1,361",,,617,45.3,2009.0
12,Butler,1215,Clarksville,367,,,117,31.9,2009.0
21,Clay,1218,Clay Central-Everly,374,,,167,44.7,2009.0
52,Johnson,1221,Clear Creek Amana,"1,572",,,328,20.9,2009.0
87,Taylor,1224,Clearfield,21,,,16,76.2,2009.0
17,Cerro Gordo,1233,Clear Lake,"1,457",,,455,31.2,2009.0
23,Clinton,1278,Clinton,"4,277",,,"2,130",49.8,2009.0
50,Jasper,1332,Colfax-Mingo,780,,,294,37.7,2009.0
57,Linn,1337,College,"4,729",,,"1,257",26.6,2009.0
85,Story,1350,Collins-Maxwell,493,,,118,23.9,2009.0
85,Story,1359,Colo-Nesco,463,,,120,25.9,2009.0
58,Louisa,1368,Columbus,984,,,687,69.8,2009.0
14,Carroll,1413,Coon Rapids-Bayard,465,,,241,51.8,2009.0
2,Adams,1431,Corning,530,,,217,40.9,2009.0
41,Hancock,1449,Corwith-Wesley,96,,,37,38.5,2009.0
78,Pottawattamie,1476,Council Bluffs,"9,419",,,"5,564",59.1,2009.0
88,Union,1503,Creston,"1,522",,,664,43.6,2009.0
25,Dallas,1576,Dallas Center-Grimes,"2,109",,,297,14.1,2009.0
29,Des Moines,1602,Danville,631,,,154,24.4,2009.0
82,Scott,1611,Davenport,"16,464",,,"8,762",53.2,2009.0
26,Davis,1619,Davis County,"1,221",,,444,36.4,2009.0
96,Winneshiek,1638,Decorah Community,"1,665",,,423,25.4,2009.0
23,Clinton,1675,Delwood,160,,,63,39.4,2009.0
24,Crawford,1701,Denison,"2,039",,,"1,280",62.8,2009.0
9,Bremer,1719,Denver,747,,,81,10.8,2009.0
77,Polk,1737,Des Moines Independent,"32,356",,,"20,259",62.6,2009.0
80,Ringgold,1782,Diagonal,117,,,48,41.0,2009.0
38,Grundy,1791,Dike-New Hartford,761,,,156,20.5,2009.0
99,Wright,1854,Dows,67,,,30,44.8,2009.0
31,Dubuque,1863,Dubuque,"11,318",,,"4,161",36.8,2009.0
7,Black Hawk,1908,Dunkerton,506,,,183,36.2,2009.0
43,Harrison,1917,Boyer Valley,465,,,156,33.6,2009.0
16,Cedar,1926,Durant,755,,,177,23.4,2009.0
99,Wright,1944,Eagle Grove,830,,,426,51.3,2009.0
61,Madison,1953,Earlham,651,,,104,16.0,2009.0
10,Buchanan,1963,East Buchanan,584,,,175,30.0,2009.0
49,Jackson,1965,East Central,376,,,115,30.6,2009.0
37,Greene,1967,East Greene,320,,,194,60.6,2009.0
64,Marshall,1968,East Marshall,921,,,329,35.7,2009.0
88,Union,1970,East Union,476,,,208,43.7,2009.0
3,Allamakee,1972,Eastern Allamakee,473,,,159,33.6,2009.0
97,Woodbury,1975,River Valley,482,,,212,44.0,2009.0
28,Delaware,1989,Edgewood-Colesburg,598,,,246,41.1,2009.0
42,Hardin,2007,Eldora-New Providence,592,,,253,42.7,2009.0
83,Shelby,2016,Elk Horn-Kimballton,262,,,91,34.7,2009.0
74,Palo Alto,2088,Emmetsburg,745,,,277,37.2,2009.0
48,Iowa,2097,English Valleys,566,,,160,28.3,2009.0
73,Page,2113,Essex,242,,,80,33.1,2009.0
32,Emmet,2124,Estherville Lincoln,"1,432",,,654,45.7,2009.0
5,Audubon,2151,Exira,220,,,75,34.1,2009.0
51,Jefferson,2169,Fairfield,"1,743",,,682,39.1,2009.0
36,Fremont,2205,Farragut,227,,,89,39.2,2009.0
95,Winnebago,2295,Forest City,"1,241",,,387,31.2,2009.0
94,Webster,2313,Fort Dodge,"3,935",,,"1,949",49.5,2009.0
56,Lee,2322,Fort Madison,"2,148",,,"1,001",46.6,2009.0
19,Chickasaw,2349,Fredericksburg,304,,,91,29.9,2009.0
62,Mahaska,2367,Fremont,133,,,75,56.4,2009.0
36,Fremont,2369,Fremont-Mills,438,,,164,37.4,2009.0
47,Ida,2376,Galva-Holstein,459,,,130,28.3,2009.0
41,Hancock,2403,Garner-Hayfield,852,,,274,32.2,2009.0
60,Lyon,2457,George-Little Rock,498,,,155,31.1,2009.0
85,Story,2466,Gilbert,"1,185",,,94,7.9,2009.0
46,Humboldt,2493,Gilmore City-Bradgate,159,,,85,53.5,2009.0
38,Grundy,2502,Gladbrook-Reinbeck,609,,,158,25.9,2009.0
65,Mills,2511,Glenwood,"2,166",,,708,32.7,2009.0
14,Carroll,2520,Glidden-Ralston,404,,,101,25.0,2009.0
74,Palo Alto,2556,Graettinger,200,,,82,41.0,2009.0
12,Butler,2664,Greene,303,,,74,24.4,2009.0
1,Adair,2673,Nodaway Valley,728,,,277,38.1,2009.0
86,Tama,2682,GMG,500,,,135,27.0,2009.0
79,Poweshiek,2709,Grinnell-Newburg,"1,773",,,612,34.5,2009.0
15,Cass,2718,Griswold,645,,,234,36.3,2009.0
38,Grundy,2727,Grundy Center,661,,,172,26.0,2009.0
39,Guthrie,2754,Guthrie Center,594,,,207,34.9,2009.0
22,Clayton,2763,Clayton Ridge,648,,,243,37.5,2009.0
48,Iowa,2766,H-L-V,358,,,59,16.5,2009.0
36,Fremont,2772,Hamburg,294,,,135,45.9,2009.0
35,Franklin,2781,Hampton-Dumont,"1,268",,,608,48.0,2009.0
83,Shelby,2826,Harlan,"1,623",,,396,24.4,2009.0
89,Van Buren,2834,Harmony,400,,,167,41.8,2009.0
30,Dickinson,2846,Harris-Lake Park,344,,,117,34.0,2009.0
71,O'Brien,2862,Hartley-Melvin-Sanborn,690,,,244,35.4,2009.0
92,Washington,2977,Highland,772,,,188,24.4,2009.0
75,Plymouth,2988,Hinton,694,,,92,13.3,2009.0
45,Howard,3029,Howard-Winneshiek,"1,391",,,529,38.0,2009.0
42,Hardin,3033,Hubbard-Radcliffe,357,,,177,49.6,2009.0
7,Black Hawk,3042,Hudson,737,,,141,19.1,2009.0
46,Humboldt,3060,Humboldt,"1,311",,,420,32.0,2009.0
10,Buchanan,3105,Independence,"1,460",,,475,32.5,2009.0
91,Warren,3114,Indianola,"3,407",,,899,26.4,2009.0
61,Madison,3119,Interstate 35,899,,,238,26.5,2009.0
52,Johnson,3141,Iowa City,"11,815",,,"3,596",30.4,2009.0
42,Hardin,3150,Iowa Falls,"1,123",,,362,32.2,2009.0
48,Iowa,3154,Iowa Valley,618,,,209,33.8,2009.0
24,Crawford,3168,IKM,356,,,134,37.6,2009.0
9,Bremer,3186,Janesville Consolidated,268,,,51,19.0,2009.0
37,Greene,3195,Jefferson-Scranton,"1,128",,,369,32.7,2009.0
10,Buchanan,3204,Jesup,914,,,262,28.7,2009.0
77,Polk,3231,Johnston,"6,206",,,878,14.2,2009.0
56,Lee,3312,Keokuk,"2,063",,,"1,183",57.3,2009.0
54,Keokuk,3330,Keota,350,,,69,19.7,2009.0
75,Plymouth,3348,Kingsley-Pierson,468,,,86,18.4,2009.0
63,Marion,3375,Knoxville,"1,905",,,763,40.1,2009.0
95,Winnebago,3420,Lake Mills,702,,,186,26.5,2009.0
27,Decatur,3465,Lamoni,379,,,187,49.3,2009.0
76,Pocahontas,3537,Laurens-Marathon,368,,,154,41.9,2009.0
97,Woodbury,3555,Lawton-Bronson,607,,,99,16.3,2009.0
75,Plymouth,3600,Le Mars,"2,135",,,529,24.8,2009.0
87,Taylor,3609,Lenox,433,,,219,50.6,2009.0
78,Pottawattamie,3645,Lewis Central,"3,142",,,"1,205",38.4,2009.0
16,Cedar,3691,North Cedar,880,,,219,24.9,2009.0
93,Wayne,3705,Lineville-Clio,66,,,39,59.1,2009.0
57,Linn,3715,Linn-Mar,"6,346",,,960,15.1,2009.0
57,Linn,3744,Lisbon,631,,,118,18.7,2009.0
43,Harrison,3798,Logan-Magnolia,709,,,201,28.4,2009.0
52,Johnson,3816,Lone Tree,530,,,107,20.2,2009.0
58,Louisa,3841,Louisa-Muscatine,871,,,372,42.7,2009.0
55,Kossuth,3897,LuVerne,98,,,49,50.0,2009.0
50,Jasper,3906,Lynnville-Sully,502,,,68,13.6,2009.0
8,Boone,3942,Madrid,612,,,120,19.6,2009.0
65,Mills,3978,Malvern,319,,,119,37.3,2009.0
14,Carroll,4014,Manning,428,,,138,32.2,2009.0
13,Calhoun,4023,Manson Northwest Webster,755,,,175,23.2,2009.0
67,Monona,4033,Maple Valley,437,,,187,42.8,2009.0
49,Jackson,4041,Maquoketa,"1,628",,,801,49.2,2009.0
28,Delaware,4043,Maquoketa Valley,770,,,244,31.7,2009.0
18,Cherokee,4068,Marcus-Meriden-Cleghorn,425,,,122,28.7,2009.0
57,Linn,4086,Marion Independent,"2,072",,,527,25.4,2009.0
64,Marshall,4104,Marshalltown,"5,022",,,"3,182",63.4,2009.0
91,Warren,4122,Martensdale-St Marys,547,,,123,22.5,2009.0
17,Cerro Gordo,4131,Mason City,"4,077",,,"1,779",43.6,2009.0
84,Sioux,4149,MOC-Floyd Valley,"1,441",,,320,22.2,2009.0
29,Des Moines,4203,Mediapolis,860,,,258,30.0,2009.0
63,Marion,4212,Melcher-Dallas,343,,,136,39.7,2009.0
53,Jones,4269,Midland,456,,,193,42.3,2009.0
92,Washington,4271,Mid-Prairie,"1,315",,,337,25.6,2009.0
43,Harrison,4356,Missouri Valley,914,,,308,33.7,2009.0
22,Clayton,4419,MFL MarMac,867,,,351,40.5,2009.0
79,Poweshiek,4437,Montezuma,521,,,161,30.9,2009.0
53,Jones,4446,Monticello,"1,057",,,298,28.2,2009.0
4,Appanoose,4491,Moravia,361,,,183,50.7,2009.0
93,Wayne,4505,Mormon Trail,218,,,110,50.5,2009.0
58,Louisa,4509,Morning Sun,127,,,48,37.8,2009.0
4,Appanoose,4518,Moulton-Udell,230,,,93,40.4,2009.0
80,Ringgold,4527,Mount Ayr,674,,,284,42.1,2009.0
44,Henry,4536,Mount Pleasant,"2,147",,,892,41.6,2009.0
57,Linn,4554,Mount Vernon,"1,236",,,210,17.0,2009.0
20,Clarke,4572,Murray,341,,,187,54.8,2009.0
70,Muscatine,4581,Muscatine,"5,539",,,"2,557",46.2,2009.0
19,Chickasaw,4599,Nashua-Plainfield,701,,,239,34.1,2009.0
85,Story,4617,Nevada,"1,544",,,490,31.7,2009.0
11,Buena Vista,4644,Newell-Fonda,458,,,182,39.7,2009.0
19,Chickasaw,4662,New Hampton,"1,133",,,305,26.9,2009.0
44,Henry,4689,New London,530,,,201,37.9,2009.0
50,Jasper,4725,Newton,"3,173",,,"1,369",43.2,2009.0
65,Mills,4751,Nishna Valley,265,,,128,48.3,2009.0
34,Floyd,4761,Nora Springs-Rock Falls,417,,,153,36.7,2009.0
98,Worth,4772,North Central,437,,,140,32.0,2009.0
23,Clinton,4773,Northeast,700,,,211,30.1,2009.0
33,Fayette,4774,North Fayette,899,,,311,34.6,2009.0
40,Hamilton,4775,Northeast Hamilton,254,,,84,33.1,2009.0
62,Mahaska,4776,North Mahaska,573,,,197,34.4,2009.0
57,Linn,4777,North Linn,757,,,166,21.9,2009.0
55,Kossuth,4778,North Kossuth,294,,,116,39.5,2009.0
77,Polk,4779,North Polk,"1,253",,,138,11.0,2009.0
82,Scott,4784,North Scott,"3,179",,,714,22.5,2009.0
86,Tama,4785,North Tama County,534,,,149,27.9,2009.0
96,Winneshiek,4787,North Winneshiek,157,,,54,34.4,2009.0
98,Worth,4788,Northwood-Kensett,519,,,168,32.4,2009.0
91,Warren,4797,Norwalk,"2,528",,,384,15.2,2009.0
81,Sac,4860,Odebolt-Arthur,357,,,135,37.8,2009.0
33,Fayette,4869,Oelwein,"1,377",,,643,46.7,2009.0
8,Boone,4878,Ogden,744,,,200,26.9,2009.0
30,Dickinson,4890,Okoboji,983,,,298,30.3,2009.0
53,Jones,4905,Olin Consolidated,199,,,99,49.8,2009.0
1,Adair,4978,Orient-Macksburg,191,,,71,37.2,2009.0
66,Mitchell,4995,Osage,933,,,246,26.4,2009.0
62,Mahaska,5013,Oskaloosa,"2,536",,,"1,055",41.6,2009.0
90,Wapello,5049,Ottumwa,"4,856",,,"1,942",40.0,2009.0
39,Guthrie,5121,Panorama,764,,,210,27.5,2009.0
37,Greene,5139,Paton-Churdan,159,,,68,42.8,2009.0
50,Jasper,5160,PCM,"1,024",,,236,23.1,2009.0
54,Keokuk,5163,Pekin,727,,,264,36.3,2009.0
63,Marion,5166,Pella,"2,271",,,417,18.4,2009.0
25,Dallas,5184,Perry,"1,861",,,"1,272",68.4,2009.0
82,Scott,5250,Pleasant Valley,"3,727",,,346,9.3,2009.0
63,Marion,5256,Pleasantville,706,,,247,35.0,2009.0
76,Pocahontas,5283,Pocahontas Area,515,,,219,42.5,2009.0
13,Calhoun,5301,Pomeroy-Palmer,206,,,81,39.3,2009.0
3,Allamakee,5310,Postville,529,,,342,64.7,2009.0
94,Webster,5325,Prairie Valley,697,,,257,36.9,2009.0
2,Adams,5328,Prescott,25,,,14,56.0,2009.0
49,Jackson,5337,Preston,356,,,77,21.6,2009.0
69,Montgomery,5463,Red Oak,"1,278",,,593,46.4,2009.0
75,Plymouth,5486,Remsen-Union,356,,,92,25.8,2009.0
45,Howard,5508,Riceville,311,,,81,26.1,2009.0
78,Pottawattamie,5510,Riverside,643,,,209,32.5,2009.0
84,Sioux,5607,Rock Valley,770,,,253,32.9,2009.0
17,Cerro Gordo,5616,Rockwell-Swaledale,379,,,107,28.2,2009.0
13,Calhoun,5625,Rockwell City-Lytton,505,,,183,36.2,2009.0
85,Story,5643,Roland-Story,"1,038",,,213,20.5,2009.0
34,Floyd,5697,Rudd-Rockford-Marble Rk,506,,,152,30.0,2009.0
74,Palo Alto,5724,Ruthven-Ayrshire,250,,,106,42.4,2009.0
81,Sac,5742,Sac,489,,,207,42.3,2009.0
66,Mitchell,5751,St Ansgar,653,,,180,27.6,2009.0
77,Polk,5805,Saydel,"1,392",,,657,47.2,2009.0
81,Sac,5823,Schaller-Crestland,372,,,146,39.3,2009.0
24,Crawford,5832,Schleswig,202,,,89,44.1,2009.0
55,Kossuth,5868,Sentral,170,,,89,52.4,2009.0
97,Woodbury,5877,Sergeant Bluff-Luton,"1,574",,,356,22.6,2009.0
93,Wayne,5895,Seymour,241,,,118,49.0,2009.0
35,Franklin,5922,Sheffield Chapin,356,,,96,27.0,2009.0
