county,county_name,district,district_name,k12_enrollment,reduced,free,total_reduced_free,percent_reduced_free,year
25,,1576,Dallas Center-Grimes,1780,,,154,8.7%,2006
29,,1602,Danville,581,,,116,20.0%,2006
82,,1611,Davenport,15957,,,"8,162",51.1%,2006
26,,1619,Davis County,1230,,,406,33.0%,2006
96,,1638,Decorah,1614,,,297,18.4%,2006
48,,1647,Deep River-Millersburg,110,,,38,34.5%,2006
23,,1675,Delwood,132,,,46,34.8%,2006
24,,1701,Denison,1968,,,"1,083",55.0%,2006
9,,1719,Denver,729,,,91,12.5%,2006
77,,1737,Des Moines Independent,31866,,,"15,335",48.1%,2006
80,,1782,Diagonal,98,,,57,58.2%,2006
38,,1791,Dike-New Hartford,796,,,143,18.0%,2006
99,,1854,Dows,62,,,37,59.7%,2006
31,,1863,Dubuque,10682,,,"3,720",34.8%,2006
7,,1908,Dunkerton,547,,,138,25.2%,2006
43,,1917,Boyer Valley,514,,,181,35.2%,2006
16,,1926,Durant,748,,,116,15.5%,2006
99,,1944,Eagle Grove,865,,,329,38.0%,2006
61,,1953,Earlham,657,,,85,12.9%,2006
10,,1963,East Buchanan,562,,,156,27.8%,2006
49,,1965,East Central,364,,,112,30.8%,2006
37,,1967,East Greene,325,,,163,50.2%,2006
64,,1968,East Marshall,882,,,242,27.4%,2006
88,,1970,East Union,461,,,176,38.2%,2006
3,,1972,Eastern Allamakee,437,,,135,30.9%,2006
97,,1975,River Valley,488,,,178,36.5%,2006
28,,1989,Edgewood-Colesburg,626,,,214,34.2%,2006
42,,2007,Eldora-New Providence,701,,,271,38.7%,2006
83,,2016,Elk Horn-Kimballton,306,,,74,24.2%,2006
74,,2088,Emmetsburg,732,,,243,33.2%,2006
48,,2097,English Valleys,509,,,138,27.1%,2006
73,,2113,Essex,286,,,108,37.8%,2006
32,,2124,Estherville Lincoln,1334,,,556,41.7%,2006
5,,2151,Exira,280,,,118,42.1%,2006
51,,2169,Fairfield,1893,,,706,37.3%,2006
36,,2205,Farragut,280,,,107,38.2%,2006
95,,2295,Forest City,1335,,,423,31.7%,2006
94,,2313,Fort Dodge,3933,,,"1,864",47.4%,2006
56,,2322,Fort Madison,2229,,,885,39.7%,2006
19,,2349,Fredericksburg,341,,,85,24.9%,2006
62,,2367,Fremont,178,,,83,46.6%,2006
36,,2369,Fremont-Mills,458,,,156,34.1%,2006
47,,2376,Galva-Holstein,497,,,165,33.2%,2006
41,,2403,Garner-Hayfield,847,,,177,20.9%,2006
60,,2457,George-Little Rock,475,,,140,29.5%,2006
85,,2466,Gilbert,1071,,,94,8.8%,2006
46,,2493,Gilmore City-Bradgate,147,,,66,44.9%,2006
38,,2502,Gladbrook-Reinbeck,726,,,114,15.7%,2006
65,,2511,Glenwood,2124,,,639,30.1%,2006
14,,2520,Glidden-Ralston,404,,,114,28.2%,2006
74,,2556,Graettinger,235,,,78,33.2%,2006
12,,2664,Greene,360,,,72,20.0%,2006
1,,2673,Nodaway Valley,750,,,232,30.9%,2006
86,,2682,GMG,452,,,151,33.4%,2006
79,,2709,Grinnell-Newburg,1792,,,488,27.2%,2006
15,,2718,Griswold,648,,,170,26.2%,2006
38,,2727,Grundy Center,697,,,166,23.8%,2006
39,,2754,Guthrie Center,568,,,184,32.4%,2006
22,,2763,Clayton Ridge,659,,,210,31.9%,2006
48,,2766,H-L-V,409,,,45,11.0%,2006
36,,2772,Hamburg,331,,,162,48.9%,2006
35,,2781,Hampton-Dumont,1197,,,474,39.6%,2006
83,,2826,Harlan,1659,,,430,25.9%,2006
89,,2834,Harmony,435,,,152,34.9%,2006
30,,2846,Harris-Lake Park,309,,,102,33.0%,2006
71,,2862,Hartley-Melvin-Sanborn,712,,,224,31.5%,2006
92,,2977,Highland,696,,,142,20.4%,2006
75,,2988,Hinton,657,,,88,13.4%,2006
45,,3029,Howard-Winneshiek,1394,,,407,29.2%,2006
42,,3033,Hubbard-Radcliffe,318,,,97,30.5%,2006
7,,3042,Hudson,806,,,148,18.4%,2006
46,,3060,Humboldt,1292,,,317,24.5%,2006
10,,3105,Independence,1432,,,446,31.1%,2006
91,,3114,Indianola,3283,,,652,19.9%,2006
61,,3119,Interstate 35,951,,,204,21.5%,2006
52,,3141,Iowa City,11180,,,"2,706",24.2%,2006
42,,3150,Iowa Falls,1147,,,338,29.5%,2006
48,,3154,Iowa Valley,639,,,147,23.0%,2006
24,,3168,IKM,392,,,127,32.4%,2006
9,,3186,Janesville Consolidated,264,,,26,9.8%,2006
37,,3195,Jefferson-Scranton,1147,,,376,32.8%,2006
10,,3204,Jesup,847,,,184,21.7%,2006
77,,3231,Johnston,5408,,,577,10.7%,2006
56,,3312,Keokuk,2132,,,"1,191",55.9%,2006
54,,3330,Keota,369,,,49,13.3%,2006
75,,3348,Kingsley-Pierson,511,,,124,24.3%,2006
63,,3375,Knoxville,2011,,,632,31.4%,2006
95,,3420,Lake Mills,729,,,168,23.0%,2006
27,,3465,Lamoni,379,,,147,38.8%,2006
76,,3537,Laurens-Marathon,422,,,125,29.6%,2006
97,,3555,Lawton-Bronson,632,,,97,15.3%,2006
75,,3600,Le Mars,2233,,,438,19.6%,2006
87,,3609,Lenox,370,,,164,44.3%,2006
78,,3645,Lewis Central,2874,,,"1,033",35.9%,2006
16,,3691,North Cedar,904,,,219,24.2%,2006
93,,3705,Lineville-Clio,92,,,55,59.8%,2006
57,,3715,Linn-Mar,5639,,,706,12.5%,2006
57,,3744,Lisbon,596,,,78,13.1%,2006
43,,3798,Logan-Magnolia,706,,,188,26.6%,2006
52,,3816,Lone Tree,497,,,87,17.5%,2006
58,,3841,Louisa-Muscatine,941,,,316,33.6%,2006
55,,3897,LuVerne,75,,,29,38.7%,2006
50,,3906,Lynnville-Sully,497,,,77,15.5%,2006
8,,3942,Madrid,612,,,73,11.9%,2006
65,,3978,Malvern,344,,,121,35.2%,2006
14,,4014,Manning,481,,,121,25.2%,2006
13,,4023,Manson Northwest Webster,736,,,163,22.1%,2006
67,,4033,Maple Valley,474,,,183,38.6%,2006
49,,4041,Maquoketa,1654,,,736,44.5%,2006
28,,4043,Maquoketa Valley,833,,,217,26.1%,2006
18,,4068,Marcus-Meriden-Cleghorn,477,,,107,22.4%,2006
57,,4086,Marion Independent,2041,,,554,27.1%,2006
64,,4104,Marshalltown,5007,,,"2,776",55.4%,2006
91,,4122,Martensdale-St Marys,514,,,88,17.1%,2006
17,,4131,Mason City,4018,,,"1,437",35.8%,2006
84,,4149,MOC-Floyd Valley,1315,,,267,20.3%,2006
29,,4203,Mediapolis,896,,,214,23.9%,2006
63,,4212,Melcher-Dallas,445,,,132,29.7%,2006
17,,4266,Meservey-Thornton,136,,,36,26.5%,2006
53,,4269,Midland,532,,,182,34.2%,2006
92,,4271,Mid-Prairie,1228,,,290,23.6%,2006
43,,4356,Missouri Valley,880,,,307,34.9%,2006
22,,4419,MFL MarMac,923,,,289,31.3%,2006
79,,4437,Montezuma,561,,,147,26.2%,2006
53,,4446,Monticello,1073,,,254,23.7%,2006
4,,4491,Moravia,344,,,145,42.2%,2006
93,,4505,Mormon Trail,253,,,137,54.2%,2006
58,,4509,Morning Sun,183,,,67,36.6%,2006
4,,4518,Moulton-Udell,260,,,88,33.8%,2006
80,,4527,Mount Ayr,670,,,269,40.1%,2006
44,,4536,Mount Pleasant,2165,,,698,32.2%,2006
57,,4554,Mount Vernon,1225,,,157,12.8%,2006
20,,4572,Murray,321,,,143,44.5%,2006
70,,4581,Muscatine,5345,,,"1,796",33.6%,2006
19,,4599,Nashua-Plainfield,703,,,218,31.0%,2006
85,,4617,Nevada,1510,,,400,26.5%,2006
11,,4644,Newell-Fonda,459,,,144,31.4%,2006
19,,4662,New Hampton,1178,,,258,21.9%,2006
44,,4689,New London,522,,,169,32.4%,2006
87,,4698,New Market,52,,,24,46.2%,2006
50,,4725,Newton,3240,,,"1,079",33.3%,2006
65,,4751,Nishna Valley,261,,,125,47.9%,2006
34,,4761,Nora Springs-Rock Falls,441,,,109,24.7%,2006
98,,4772,North Central,523,,,181,34.6%,2006
23,,4773,Northeast,671,,,128,19.1%,2006
33,,4774,North Fayette,964,,,275,28.5%,2006
40,,4775,Northeast Hamilton,295,,,83,28.1%,2006
62,,4776,North Mahaska,572,,,170,29.7%,2006
57,,4777,North Linn,736,,,165,22.4%,2006
55,,4778,North Kossuth,337,,,111,32.9%,2006
77,,4779,North Polk,1115,,,109,9.8%,2006
82,,4784,North Scott,3073,,,603,19.6%,2006
86,,4785,North Tama County,528,,,103,19.5%,2006
96,,4787,North Winneshiek,178,,,65,36.5%,2006
98,,4788,Northwood-Kensett,516,,,151,29.3%,2006
91,,4797,Norwalk,2377,,,300,12.6%,2006
81,,4860,Odebolt-Arthur,353,,,112,31.7%,2006
33,,4869,Oelwein,1379,,,648,47.0%,2006
8,,4878,Ogden,770,,,203,26.4%,2006
30,,4890,Okoboji,928,,,246,26.5%,2006
53,,4905,Olin Consolidated,229,,,108,47.2%,2006
1,,4978,Orient-Macksburg,245,,,59,24.1%,2006
66,,4995,Osage,973,,,209,21.5%,2006
62,,5013,Oskaloosa,2371,,,845,35.6%,2006
90,,5049,Ottumwa,4907,,,"2,414",49.2%,2006
39,,5121,Panorama,751,,,188,25.0%,2006
37,,5139,Paton-Churdan,155,,,78,50.3%,2006
50,,5160,PCM,1019,,,187,18.4%,2006
54,,5163,Pekin,785,,,238,30.3%,2006
63,,5166,Pella,2233,,,316,14.2%,2006
25,,5184,Perry,1812,,,"1,065",58.8%,2006
82,,5250,Pleasant Valley,3438,,,303,8.8%,2006
63,,5256,Pleasantville,738,,,208,28.2%,2006
76,,5283,Pocahontas Area,605,,,187,30.9%,2006
13,,5301,Pomeroy-Palmer,220,,,85,38.6%,2006
3,,5310,Postville,569,,,317,55.7%,2006
94,,5325,Prairie Valley,736,,,216,29.3%,2006
2,,5328,Prescott,28,,,17,60.7%,2006
49,,5337,Preston,345,,,63,18.3%,2006
69,,5463,Red Oak,1264,,,595,47.1%,2006
75,,5486,Remsen-Union,352,,,63,17.9%,2006
45,,5508,Riceville,399,,,91,22.8%,2006
78,,5510,Riverside,664,,,209,31.5%,2006
84,,5607,Rock Valley,627,,,180,28.7%,2006
17,,5616,Rockwell-Swaledale,359,,,85,23.7%,2006
13,,5625,Rockwell City-Lytton,510,,,175,34.3%,2006
85,,5643,Roland-Story,1049,,,134,12.8%,2006
34,,5697,Rudd-Rockford-Marble Rk,569,,,211,37.1%,2006
59,,5715,Russell,123,,,63,51.2%,2006
74,,5724,Ruthven-Ayrshire,251,,,99,39.4%,2006
81,,5742,Sac,480,,,173,36.0%,2006
66,,5751,St Ansgar,741,,,168,22.7%,2006
77,,5805,Saydel,1442,,,639,44.3%,2006
81,,5823,Schaller-Crestland,390,,,142,36.4%,2006
24,,5832,Schleswig,190,,,69,36.3%,2006
55,,5868,Sentral,197,,,93,47.2%,2006
97,,5877,Sergeant Bluff-Luton,1532,,,288,18.8%,2006
93,,5895,Seymour,282,,,130,46.1%,2006
35,,5922,Sheffield-Chapin,324,,,88,27.2%,2006
71,,5949,Sheldon,1017,,,257,25.3%,2006
73,,5976,Shenandoah,1087,,,440,40.5%,2006
72,,5994,Sibley-Ocheyedan,875,,,241,27.5%,2006
36,,6003,Sidney,416,,,166,39.9%,2006
54,,6012,Sigourney,672,,,203,30.2%,2006
84,,6030,Sioux Center,988,,,273,27.6%,2006
11,,6035,Sioux Central,596,,,162,27.2%,2006
97,,6039,Sioux City,13835,,,"6,121",44.2%,2006
13,,6091,Southern Cal,522,,,182,34.9%,2006
21,,6092,South Clay,68,,,19,27.9%,2006
52,,6093,Solon,1252,,,73,5.8%,2006
91,,6094,Southeast Warren,575,,,138,24.0%,2006
40,,6095,South Hamilton,786,,,218,27.7%,2006
94,,6096,Southeast Webster Grand,601,,,243,40.4%,2006
73,,6097,South Page,236,,,116,49.2%,2006
86,,6098,South Tama County,1660,,,705,42.5%,2006
71,,6099,South O'Brien,667,,,186,27.9%,2006
96,,6100,South Winneshiek,592,,,164,27.7%,2006
77,,6101,Southeast Polk,5453,,,"1,025",18.8%,2006
21,,6102,Spencer,2058,,,656,31.9%,2006
30,,6120,Spirit Lake,1303,,,230,17.7%,2006
57,,6138,Springville,453,,,89,19.6%,2006
69,,6165,Stanton,289,,,55,19.0%,2006
33,,6175,Starmont,724,,,234,32.3%,2006
11,,6219,Storm Lake,2022,,,"1,188",58.8%,2006
40,,6246,Stratford,110,,,31,28.2%,2006
39,,6264,West Central Valley,938,,,313,33.4%,2006
9,,6273,Sumner,553,,,132,23.9%,2006
30,,6345,Terril,128,,,57,44.5%,2006
16,,6408,Tipton,903,,,165,18.3%,2006
55,,6417,Titonka Consolidated,147,,,65,44.2%,2006
78,,6453,Treynor,717,,,58,8.1%,2006
78,,6460,Tri-Center,840,,,166,19.8%,2006
54,,6462,Tri-County,332,,,128,38.6%,2006
9,,6471,Tripoli,538,,,116,21.6%,2006
96,,6509,Turkey Valley,528,,,112,21.2%,2006
63,,6512,Twin Cedars,559,,,189,33.8%,2006
46,,6516,Twin Rivers,153,,,55,35.9%,2006
78,,6534,Underwood,779,,,84,10.8%,2006
7,,6536,Union,1251,,,290,23.2%,2006
8,,6561,United,297,,,102,34.3%,2006
77,,6579,Urbandale,3507,,,521,14.9%,2006
33,,6591,Valley,548,,,218,39.8%,2006
89,,6592,Van Buren,745,,,260,34.9%,2006
25,,6615,Van Meter,594,,,67,11.3%,2006
17,,6633,Ventura,336,,,75,22.3%,2006
69,,6651,Villisca,363,,,167,46.0%,2006
6,,6660,Vinton-Shellsburg,1773,,,577,32.5%,2006
44,,6700,Waco,544,,,193,35.5%,2006
81,,6741,Wall Lake View Auburn,509,,,174,34.2%,2006
78,,6750,Walnut,251,,,115,45.8%,2006
58,,6759,Wapello,804,,,353,43.9%,2006
9,,6762,Wapsie Valley,681,,,122,17.9%,2006
92,,6768,Washington,1726,,,631,36.6%,2006
7,,6795,Waterloo,10523,,,"5,203",49.4%,2006
25,,6822,Waukee,5060,,,501,9.9%,2006
9,,6840,Waverly-Shell Rock,1949,,,349,17.9%,2006
93,,6854,Wayne,597,,,273,45.7%,2006
40,,6867,Webster City,1704,,,564,33.1%,2006
74,,6921,West Bend-Mallard,336,,,88,26.2%,2006
16,,6930,West Branch,762,,,108,14.2%,2006
29,,6937,West Burlington Ind,726,,,289,39.8%,2006
33,,6943,West Central,331,,,85,25.7%,2006
28,,6950,West Delaware County,1601,,,370,23.1%,2006
77,,6957,West Des Moines,8604,,,"1,260",14.6%,2006
31,,6961,Western Dubuque,2771,,,696,25.1%,2006
43,,6969,West Harrison,520,,,191,36.7%,2006
70,,6975,West Liberty,1215,,,555,45.7%,2006
60,,6983,West Lyon,714,,,142,19.9%,2006
64,,6985,West Marshall,891,,,230,25.8%,2006
67,,6987,West Monona,697,,,276,39.6%,2006
84,,6990,West Sioux,681,,,293,43.0%,2006
97,,6992,Westwood,651,,,198,30.4%,2006
67,,7002,Whiting,225,,,92,40.9%,2006
48,,7029,Williamsburg,1159,,,198,17.1%,2006
70,,7038,Wilton,921,,,227,24.6%,2006
44,,7047,Winfield-Mt Union,439,,,167,38.0%,2006
61,,7056,Winterset,1686,,,432,25.6%,2006
41,,7083,Woden-Crystal Lake,137,,,59,43.1%,2006
43,,7092,Woodbine,469,,,142,30.3%,2006
97,,7098,Woodbury Central,635,,,116,18.3%,2006
25,,7110,Woodward-Granger,721,,,181,25.1%,2006
42,,9,AGWSR,679,,,203,29.9%,2005
39,,18,Adair-Casey,336,,,94,28.0%,2005
25,,27,Adel-DeSoto-Minburn,"1,486",,,287,19.3%,2005
75,,63,Akron Westfield,625,,,199,31.8%,2005
11,,72,Albert City-Truesdale,91,,,23,25.3%,2005
68,,81,Albia,"1,184",,,398,33.6%,2005
57,,99,Alburnett,608,,,66,10.9%,2005
42,,108,Alden,175,,,63,36.0%,2005
55,,126,Algona,"1,346",,,395,29.3%,2005
3,,135,Allamakee,"1,415",,,534,37.7%,2005
12,,153,Allison-Bristow,280,,,75,26.8%,2005
11,,171,Alta,586,,,245,41.8%,2005
85,,225,Ames,"4,431",,,901,20.3%,2005
53,,234,Anamosa,"1,308",,,389,29.7%,2005
49,,243,Andrew,302,,,97,32.1%,2005
15,,252,Anita,264,,,99,37.5%,2005
77,,261,Ankeny,"6,977",,,561,8.0%,2005
97,,270,Anthon-Oto,306,,,132,43.1%,2005
12,,279,Aplington-Parkersburg,783,,,186,23.8%,2005
32,,333,Armstrong-Ringsted,412,,,142,34.5%,2005
24,,355,Ar-We-Va,383,,,135,35.2%,2005
15,,387,Atlantic,"1,569",,,615,39.2%,2005
5,,414,Audubon,685,,,200,29.2%,2005
18,,423,Aurelia,300,,,72,24.0%,2005
78,,441,A-H-S-T,606,,,198,32.7%,2005
85,,472,Ballard,"1,433",,,259,18.1%,2005
47,,504,Battle Creek-Ida Grove,733,,,238,32.5%,2005
50,,513,Baxter,406,,,88,21.7%,2005
38,,540,BCLUW,642,,,172,26.8%,2005
87,,549,Bedford,531,,,192,36.2%,2005
6,,576,Belle Plaine,636,,,194,30.5%,2005
49,,585,Bellevue,714,,,161,22.5%,2005
99,,594,Belmond-Klemme,743,,,221,29.7%,2005
16,,603,Bennett,93,,,24,25.8%,2005
6,,609,Benton,"1,614",,,242,15.0%,2005
82,,621,Bettendorf,"4,296",,,762,17.7%,2005
90,,657,Eddyville-Blakesburg,857,,,333,38.9%,2005
77,,720,Bondurant-Farrar,"1,125",,,155,13.8%,2005
8,,729,Boone,"2,265",,,412,18.2%,2005
84,,747,Boyden-Hull,620,,,172,27.7%,2005
41,,819,West Hancock,645,,,240,37.2%,2005
79,,846,Brooklyn-Guernsey-Malcom,672,,,179,26.6%,2005
95,,873,North Iowa,603,,,240,39.8%,2005
29,,882,Burlington,"4,278",,,"2,025",47.3%,2005
15,,914,C and M,184,,,68,37.0%,2005
35,,916,CAL,305,,,134,43.9%,2005
23,,918,Calamus-Wheatland,553,,,141,25.5%,2005
23,,936,Camanche,"1,061",,,318,30.0%,2005
90,,977,Cardinal,650,,,288,44.3%,2005
91,,981,Carlisle,"1,644",,,349,21.2%,2005
14,,999,Carroll,"1,841",,,531,28.8%,2005
7,,1044,Cedar Falls,"4,387",,,726,16.5%,2005
57,,1053,Cedar Rapids,"17,234",,,"6,272",36.4%,2005
57,,1062,Center Point-Urbana,"1,269",,,167,13.2%,2005
4,,1071,Centerville,"1,573",,,744,47.3%,2005
56,,1079,Central Lee,"1,066",,,328,30.8%,2005
22,,1080,Central,561,,,181,32.3%,2005
23,,1082,Central Clinton,"1,576",,,381,24.2%,2005
57,,1089,Central City,454,,,108,23.8%,2005
27,,1093,Central Decatur,704,,,379,53.8%,2005
60,,1095,Central Lyon,645,,,155,24.0%,2005
59,,1107,Chariton,"1,477",,,556,37.6%,2005
34,,1116,Charles City,"1,642",,,608,37.0%,2005
24,,1134,Charter Oak-Ute,312,,,127,40.7%,2005
18,,1152,Cherokee,"1,101",,,383,34.8%,2005
73,,1197,Clarinda,"1,265",,,391,30.9%,2005
99,,1206,Clarion-Goldfield,996,,,417,41.9%,2005
20,,1211,Clarke,"1,381",,,567,41.1%,2005
12,,1215,Clarksville,373,,,110,29.5%,2005
21,,1218,Clay Central-Everly,442,,,142,32.1%,2005
52,,1221,Clear Creek Amana,"1,393",,,272,19.5%,2005
87,,1224,Clearfield,55,,,40,72.7%,2005
17,,1233,Clear Lake,"1,424",,,349,24.5%,2005
23,,1278,Clinton,"4,275",,,"1,973",46.2%,2005
50,,1332,Colfax-Mingo,816,,,226,27.7%,2005
57,,1337,College,"3,978",,,919,23.1%,2005
85,,1350,Collins-Maxwell,564,,,106,18.8%,2005
85,,1359,Colo-Nesco,515,,,126,24.5%,2005
58,,1368,Columbus,990,,,612,61.8%,2005
14,,1413,Coon Rapids-Bayard,475,,,186,39.2%,2005
2,,1431,Corning,563,,,207,36.8%,2005
41,,1449,Corwith-Wesley,174,,,70,40.2%,2005
78,,1476,Council Bluffs,"9,627",,,"4,849",50.4%,2005
88,,1503,Creston,"1,475",,,618,41.9%,2005
25,,1576,Dallas Center-Grimes,"1,701",,,173,10.2%,2005
29,,1602,Danville,575,,,136,23.7%,2005
82,,1611,Davenport,"16,060",,,"8,088",50.4%,2005
26,,1619,Davis County,"1,217",,,426,35.0%,2005
96,,1638,Decorah,"1,670",,,271,16.2%,2005
48,,1647,Deep River-Millersburg,121,,,41,33.9%,2005
23,,1675,Delwood,114,,,30,26.3%,2005
24,,1701,Denison,"1,971",,,"1,036",52.6%,2005
9,,1719,Denver,708,,,96,13.6%,2005
77,,1737,Des Moines Independent,"32,068",,,"17,441",54.4%,2005
80,,1782,Diagonal,94,,,57,60.6%,2005
38,,1791,Dike-New Hartford,791,,,143,18.1%,2005
99,,1854,Dows,75,,,47,62.7%,2005
31,,1863,Dubuque,"10,536",,,"3,583",34.0%,2005
7,,1908,Dunkerton,517,,,149,28.8%,2005
43,,1917,Boyer Valley,519,,,183,35.3%,2005
16,,1926,Durant,748,,,115,15.4%,2005
99,,1944,Eagle Grove,876,,,326,37.2%,2005
61,,1953,Earlham,627,,,72,11.5%,2005
10,,1963,East Buchanan,557,,,156,28.0%,2005
49,,1965,East Central,374,,,111,29.7%,2005
37,,1967,East Greene,378,,,183,48.4%,2005
64,,1968,East Marshall,871,,,257,29.5%,2005
88,,1970,East Union,449,,,177,39.4%,2005
3,,1972,Eastern Allamakee,446,,,131,29.4%,2005
97,,1975,River Valley,513,,,206,40.2%,2005
28,,1989,Edgewood-Colesburg,611,,,209,34.2%,2005
42,,2007,Eldora-New Providence,661,,,290,43.9%,2005
83,,2016,Elk Horn-Kimballton,286,,,62,21.7%,2005
74,,2088,Emmetsburg,742,,,269,36.3%,2005
48,,2097,English Valleys,512,,,154,30.1%,2005
73,,2113,Essex,292,,,91,31.2%,2005
32,,2124,Estherville Lincoln,"1,341",,,532,39.7%,2005
5,,2151,Exira,283,,,105,37.1%,2005
51,,2169,Fairfield,"1,916",,,583,30.4%,2005
36,,2205,Farragut,288,,,103,35.8%,2005
95,,2295,Forest City,"1,366",,,337,24.7%,2005
94,,2313,Fort Dodge,"4,015",,,"1,872",46.6%,2005
56,,2322,Fort Madison,"2,296",,,874,38.1%,2005
19,,2349,Fredericksburg,357,,,81,22.7%,2005
62,,2367,Fremont,145,,,56,38.6%,2005
36,,2369,Fremont-Mills,464,,,194,41.8%,2005
47,,2376,Galva-Holstein,510,,,151,29.6%,2005
41,,2403,Garner-Hayfield,851,,,186,21.9%,2005
60,,2457,George-Little Rock,495,,,147,29.7%,2005
85,,2466,Gilbert,"1,045",,,96,9.2%,2005
46,,2493,Gilmore City-Bradgate,151,,,69,45.7%,2005
38,,2502,Gladbrook-Reinbeck,786,,,150,19.1%,2005
65,,2511,Glenwood,"1,993",,,550,27.6%,2005
14,,2520,Glidden-Ralston,395,,,98,24.8%,2005
74,,2556,Graettinger,238,,,92,38.7%,2005
12,,2664,Greene,354,,,70,19.8%,2005
1,,2673,Nodaway Valley,740,,,229,30.9%,2005
86,,2682,GMG,453,,,151,33.3%,2005
79,,2709,Grinnell-Newburg,"1,817",,,478,26.3%,2005
15,,2718,Griswold,638,,,205,32.1%,2005
38,,2727,Grundy Center,689,,,154,22.4%,2005
39,,2754,Guthrie Center,564,,,172,30.5%,2005
22,,2763,Clayton Ridge,661,,,224,33.9%,2005
48,,2766,H-L-V,384,,,57,14.8%,2005
36,,2772,Hamburg,310,,,177,57.1%,2005
35,,2781,Hampton-Dumont,"1,241",,,387,31.2%,2005
83,,2826,Harlan,"1,697",,,455,26.8%,2005
89,,2834,Harmony,466,,,151,32.4%,2005
30,,2846,Harris-Lake Park,304,,,83,27.3%,2005
71,,2862,Hartley-Melvin-Sanborn,743,,,221,29.7%,2005
92,,2977,Highland,678,,,137,20.2%,2005
75,,2988,Hinton,642,,,114,17.8%,2005
45,,3029,Howard-Winneshiek,"1,381",,,416,30.1%,2005
42,,3033,Hubbard-Radcliffe,440,,,112,25.5%,2005
7,,3042,Hudson,828,,,152,18.4%,2005
46,,3060,Humboldt,"1,297",,,371,28.6%,2005
10,,3105,Independence,"1,512",,,432,28.6%,2005
91,,3114,Indianola,"3,277",,,617,18.8%,2005
61,,3119,Interstate 35,906,,,195,21.5%,2005
52,,3141,Iowa City,"10,822",,,"2,458",22.7%,2005
42,,3150,Iowa Falls,"1,152",,,402,34.9%,2005
48,,3154,Iowa Valley,632,,,151,23.9%,2005
24,,3168,IKM,419,,,146,34.8%,2005
9,,3186,Janesville Consolidated,278,,,35,12.6%,2005
37,,3195,Jefferson-Scranton,"1,181",,,375,31.8%,2005
10,,3204,Jesup,853,,,184,21.6%,2005
77,,3231,Johnston,"5,135",,,473,9.2%,2005
56,,3312,Keokuk,"2,247",,,"1,204",53.6%,2005
54,,3330,Keota,377,,,46,12.2%,2005
75,,3348,Kingsley-Pierson,511,,,114,22.3%,2005
63,,3375,Knoxville,"2,059",,,610,29.6%,2005
95,,3420,Lake Mills,764,,,166,21.7%,2005
27,,3465,Lamoni,386,,,147,38.1%,2005
76,,3537,Laurens-Marathon,406,,,145,35.7%,2005
97,,3555,Lawton-Bronson,615,,,85,13.8%,2005
75,,3600,Le Mars,"2,268",,,439,19.4%,2005
87,,3609,Lenox,382,,,137,35.9%,2005
78,,3645,Lewis Central,"2,862",,,"1,091",38.1%,2005
16,,3691,North Cedar,922,,,255,27.7%,2005
93,,3705,Lineville-Clio,83,,,36,43.4%,2005
57,,3715,Linn-Mar,"5,277",,,645,12.2%,2005
57,,3744,Lisbon,567,,,73,12.9%,2005
43,,3798,Logan-Magnolia,728,,,221,30.4%,2005
52,,3816,Lone Tree,465,,,96,20.6%,2005
58,,3841,Louisa-Muscatine,954,,,280,29.4%,2005
55,,3897,LuVerne,98,,,41,41.8%,2005
50,,3906,Lynnville-Sully,506,,,48,9.5%,2005
8,,3942,Madrid,607,,,81,13.3%,2005
65,,3978,Malvern,382,,,137,35.9%,2005
14,,4014,Manning,525,,,113,21.5%,2005
13,,4023,Manson Northwest Webster,742,,,151,20.4%,2005
67,,4033,Maple Valley,485,,,169,34.8%,2005
49,,4041,Maquoketa,"1,655",,,750,45.3%,2005
28,,4043,Maquoketa Valley,907,,,229,25.2%,2005
18,,4068,Marcus-Meriden-Cleghorn,509,,,108,21.2%,2005
57,,4086,Marion Independent,"2,024",,,483,23.9%,2005
64,,4104,Marshalltown,"4,942",,,"2,781",56.3%,2005
91,,4122,Martensdale-St Marys,478,,,88,18.4%,2005
17,,4131,Mason City,"4,115",,,"1,417",34.4%,2005
84,,4149,MOC-Floyd Valley,"1,301",,,259,19.9%,2005
29,,4203,Mediapolis,931,,,267,28.7%,2005
63,,4212,Melcher-Dallas,427,,,142,33.3%,2005
17,,4266,Meservey-Thornton,130,,,35,26.9%,2005
53,,4269,Midland,545,,,179,32.8%,2005
92,,4271,Mid-Prairie,"1,247",,,305,24.5%,2005
43,,4356,Missouri Valley,890,,,299,33.6%,2005
22,,4419,MFL MarMac,973,,,328,33.7%,2005
79,,4437,Montezuma,534,,,157,29.4%,2005
53,,4446,Monticello,"1,092",,,242,22.2%,2005
4,,4491,Moravia,335,,,134,40.0%,2005
93,,4505,Mormon Trail,259,,,146,56.4%,2005
58,,4509,Morning Sun,177,,,79,44.6%,2005
4,,4518,Moulton-Udell,262,,,108,41.2%,2005
80,,4527,Mount Ayr,670,,,267,39.9%,2005
44,,4536,Mount Pleasant,"2,134",,,610,28.6%,2005
57,,4554,Mount Vernon,"1,198",,,162,13.5%,2005
20,,4572,Murray,340,,,153,45.0%,2005
70,,4581,Muscatine,"5,303",,,"2,107",39.7%,2005
19,,4599,Nashua-Plainfield,737,,,206,28.0%,2005
