identified_name,identified_rank,difference,accepted_name,accepted_rank,max_ma,min_ma,family,genus,lng,lat,primary_reference
Omomys carteri,species,NA,Omomys carteri,species,50.3,46.2,Omomyidae,Omomys,-110.699997,41.799999,"J.-P. Zonneveld, G. F. Gunnell, and W. S. Bartels. 2000. Early Eocene fossil vertebrates from the southwestern Green River Basin, Lincoln and Uinta counties, Wyoming. Journal of Vertebrate Paleontology 20(2):369-386"
Omomys carteri,species,NA,Omomys carteri,species,50.3,46.2,Omomyidae,Omomys,-110.699997,41.799999,"J.-P. Zonneveld, G. F. Gunnell, and W. S. Bartels. 2000. Early Eocene fossil vertebrates from the southwestern Green River Basin, Lincoln and Uinta counties, Wyoming. Journal of Vertebrate Paleontology 20(2):369-386"
Omomys carteri,species,NA,Omomys carteri,species,50.3,46.2,Omomyidae,Omomys,-110.699997,41.799999,"J.-P. Zonneveld, G. F. Gunnell, and W. S. Bartels. 2000. Early Eocene fossil vertebrates from the southwestern Green River Basin, Lincoln and Uinta counties, Wyoming. Journal of Vertebrate Paleontology 20(2):369-386"
Ourayia uintensis,species,NA,Ourayia uintensis,species,46.2,40.4,Omomyidae,Ourayia,-109.283333,40.066666,E. L. Simons. 1961. The dentition of Ourayia: its bearing on relationships of omomyid prosimian. Postilla 54:1-20
Ourayia uintensis,species,NA,Ourayia uintensis,species,46.2,40.4,Omomyidae,Ourayia,-109.283333,40.066666,E. L. Simons. 1961. The dentition of Ourayia: its bearing on relationships of omomyid prosimian. Postilla 54:1-20
Ourayia uintensis,species,NA,Ourayia uintensis,species,46.2,40.4,Omomyidae,Ourayia,-109.283333,40.066666,E. L. Simons. 1961. The dentition of Ourayia: its bearing on relationships of omomyid prosimian. Postilla 54:1-20
Palaechthon problematicus,species,recombined as,Plesiolestes problematicus,species,63.3,61.7,Palaechthonidae,Plesiolestes,-107.735703,41.301399,"J. K. Rigby, Jr. 1980. Swain Quarry of the Fort Union Formation, Middle Paleocene (Torrejonian), Carbon County, Wyoming: geologic setting and mammalian fauna. Evolutionary Monographs 3:1-178"
Palaechthon problematicus,species,recombined as,Plesiolestes problematicus,species,63.3,61.7,Palaechthonidae,Plesiolestes,-107.735703,41.301399,"J. K. Rigby, Jr. 1980. Swain Quarry of the Fort Union Formation, Middle Paleocene (Torrejonian), Carbon County, Wyoming: geologic setting and mammalian fauna. Evolutionary Monographs 3:1-178"
Palaechthon problematicus,species,recombined as,Plesiolestes problematicus,species,63.3,61.7,Palaechthonidae,Plesiolestes,-107.735703,41.301399,"J. K. Rigby, Jr. 1980. Swain Quarry of the Fort Union Formation, Middle Paleocene (Torrejonian), Carbon County, Wyoming: geologic setting and mammalian fauna. Evolutionary Monographs 3:1-178"
Palaechthon problematicus,species,recombined as,Plesiolestes problematicus,species,63.3,61.7,Palaechthonidae,Plesiolestes,-107.735703,41.301399,"J. K. Rigby, Jr. 1980. Swain Quarry of the Fort Union Formation, Middle Paleocene (Torrejonian), Carbon County, Wyoming: geologic setting and mammalian fauna. Evolutionary Monographs 3:1-178"
Palaechthon problematicus,species,recombined as,Plesiolestes problematicus,species,63.3,61.7,Palaechthonidae,Plesiolestes,-107.735703,41.301399,"J. K. Rigby, Jr. 1980. Swain Quarry of the Fort Union Formation, Middle Paleocene (Torrejonian), Carbon County, Wyoming: geologic setting and mammalian fauna. Evolutionary Monographs 3:1-178"
Pelycodus jarrovii,species,NA,Pelycodus jarrovii,species,55.8,50.3,Adapidae,Pelycodus,-107,36.5,"P. D. Gingerich and R. A. Haskin. 1981. Dentition of Early Eocene Pelycodus jarrovii (Mammalia, Primates) and the Generic Attribution of Species Formerly Referred to Pelycodus. Contributions from the Museum of Paleontology, University of Michigan 25(17):327-337"
Pelycodus jarrovii,species,NA,Pelycodus jarrovii,species,55.8,50.3,Adapidae,Pelycodus,-107,36.5,"P. D. Gingerich and R. A. Haskin. 1981. Dentition of Early Eocene Pelycodus jarrovii (Mammalia, Primates) and the Generic Attribution of Species Formerly Referred to Pelycodus. Contributions from the Museum of Paleontology, University of Michigan 25(17):327-337"
Pelycodus jarrovii,species,NA,Pelycodus jarrovii,species,55.8,50.3,Adapidae,Pelycodus,-107,36.5,"P. D. Gingerich and R. A. Haskin. 1981. Dentition of Early Eocene Pelycodus jarrovii (Mammalia, Primates) and the Generic Attribution of Species Formerly Referred to Pelycodus. Contributions from the Museum of Paleontology, University of Michigan 25(17):327-337"
Pelycodus jarrovii,species,NA,Pelycodus jarrovii,species,55.8,50.3,Adapidae,Pelycodus,-107,36.5,"P. D. Gingerich and R. A. Haskin. 1981. Dentition of Early Eocene Pelycodus jarrovii (Mammalia, Primates) and the Generic Attribution of Species Formerly Referred to Pelycodus. Contributions from the Museum of Paleontology, University of Michigan 25(17):327-337"
Pelycodus jarrovii,species,NA,Pelycodus jarrovii,species,55.8,50.3,Adapidae,Pelycodus,-107,36.5,"P. D. Gingerich and R. A. Haskin. 1981. Dentition of Early Eocene Pelycodus jarrovii (Mammalia, Primates) and the Generic Attribution of Species Formerly Referred to Pelycodus. Contributions from the Museum of Paleontology, University of Michigan 25(17):327-337"
Cantius mckennai,species,NA,Cantius mckennai,species,55.8,50.3,Notharctidae,Cantius,-109.083336,44.766666,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius mckennai,species,NA,Cantius mckennai,species,55.8,50.3,Notharctidae,Cantius,-109.083336,44.766666,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius mckennai,species,NA,Cantius mckennai,species,55.8,50.3,Notharctidae,Cantius,-109.083336,44.766666,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius mckennai,species,NA,Cantius mckennai,species,55.8,50.3,Notharctidae,Cantius,-109.083336,44.766666,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius mckennai,species,NA,Cantius mckennai,species,55.8,50.3,Notharctidae,Cantius,-109.083336,44.766666,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius ralstoni,species,NA,Cantius ralstoni,species,55.8,50.3,Notharctidae,Cantius,-109,44.299999,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius ralstoni,species,NA,Cantius ralstoni,species,55.8,50.3,Notharctidae,Cantius,-109,44.299999,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius ralstoni,species,NA,Cantius ralstoni,species,55.8,50.3,Notharctidae,Cantius,-109,44.299999,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius ralstoni,species,NA,Cantius ralstoni,species,55.8,50.3,Notharctidae,Cantius,-109,44.299999,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Cantius ralstoni,species,NA,Cantius ralstoni,species,55.8,50.3,Notharctidae,Cantius,-109,44.299999,"P. D. Gingerich and E. L. Simons. 1977. Systematics, phylogeny, and evolution of early Eocene Adapidae (Mammalia, Primates) in North America. Contributions from the Museum of Paleontology, University of Michigan 24(22):245-279"
Ignacius frugivorus,species,NA,Ignacius frugivorus,species,61.7,56.8,Paromomyidae,Ignacius,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Ignacius frugivorus,species,NA,Ignacius frugivorus,species,61.7,56.8,Paromomyidae,Ignacius,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Ignacius frugivorus,species,NA,Ignacius frugivorus,species,61.7,56.8,Paromomyidae,Ignacius,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Ignacius frugivorus,species,NA,Ignacius frugivorus,species,61.7,56.8,Paromomyidae,Ignacius,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Ignacius frugivorus,species,NA,Ignacius frugivorus,species,61.7,56.8,Paromomyidae,Ignacius,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Dillerlemur pagei,species,NA,Dillerlemur pagei,species,56.8,55.8,Paromomyidae,Dillerlemur,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Dillerlemur pagei,species,NA,Dillerlemur pagei,species,56.8,55.8,Paromomyidae,Dillerlemur,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Dillerlemur pagei,species,NA,Dillerlemur pagei,species,56.8,55.8,Paromomyidae,Dillerlemur,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Dillerlemur pagei,species,NA,Dillerlemur pagei,species,56.8,55.8,Paromomyidae,Dillerlemur,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Dillerlemur pagei,species,NA,Dillerlemur pagei,species,56.8,55.8,Paromomyidae,Dillerlemur,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-107.099998,43.200001,"L. Krishtalka, C. C. Black, and D. W. Riedel. 1975. Paleontology and geology of the Badwater Creek area, central Wyoming. Pt.\r\n10. A late Paleocene mammal fauna from the Shotgun Member of the Fort Union Formation. Annals of Carnegie Museum 45(9):179-212"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-109,45.200001,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-109,45.200001,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-109,45.200001,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-109,45.200001,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-109,45.200001,"P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-102.748001,49.063999,D. W. Krause. 1978. Paleocene primates from western Canada. Canadian Journal of Earth Sciences 15
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-102.748001,49.063999,D. W. Krause. 1978. Paleocene primates from western Canada. Canadian Journal of Earth Sciences 15
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-102.748001,49.063999,D. W. Krause. 1978. Paleocene primates from western Canada. Canadian Journal of Earth Sciences 15
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-102.748001,49.063999,D. W. Krause. 1978. Paleocene primates from western Canada. Canadian Journal of Earth Sciences 15
Plesiadapis churchilli,species,NA,Plesiadapis churchilli,species,61.7,56.8,Plesiadapidae,Plesiadapis,-102.748001,49.063999,D. W. Krause. 1978. Paleocene primates from western Canada. Canadian Journal of Earth Sciences 15
Plesiadapis cookei,species,NA,Plesiadapis cookei,species,56.8,55.8,Plesiadapidae,Plesiadapis,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
Plesiadapis cookei,species,NA,Plesiadapis cookei,species,56.8,55.8,Plesiadapidae,Plesiadapis,-109,44.299999,K. D. Rose. 1981. The Clarkforkian Land-Mammal Age and Mammalian Faunal Composition Across the Paleocene-Eocene Boundary. University of Michigan Papers on Paleontology 26:1-197
