specimen_no,is_type,accepted_name,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
77108,,Macaca nemestrina,231527,,,41827,,,,,,,,,
77109,,Macaca nemestrina,231527,,,41827,,,,,,,,,
77110,,Macaca nemestrina,231527,,,41827,,,,,,,,,
77111,,Macaca thibetana,240322,,,41827,,,,,,,,,
77112,,Macaca thibetana,240322,,,41827,,,,,,,,,
77113,,Macaca thibetana,240322,,,41827,,,,,,,,,
77114,,Macaca thibetana,240322,,,41827,,,,,,,,,
77115,,Macaca thibetana,240322,,,41827,,,,,,,,,
77116,,Macaca thibetana,240322,,,41827,,,,,,,,,
77117,,Macaca thibetana,240322,,,41827,,,,,,,,,
77118,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77119,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77120,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77121,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77122,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77123,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77124,,Mandrillus leucophaeus,232575,,,41827,,,,,,,,,
77125,,Papio hamadryas,104127,,,41827,,,,,,,,,
77126,,Papio hamadryas,104127,,,41827,,,,,,,,,
77127,,Papio hamadryas,104127,,,41827,,,,,,,,,
77128,,Papio hamadryas,104127,,,41827,,,,,,,,,
77129,,Papio hamadryas,104127,,,41827,,,,,,,,,
77130,,Papio hamadryas,104127,,,41827,,,,,,,,,
77131,,Papio hamadryas,104127,,,41827,,,,,,,,,
77132,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77133,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77134,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77135,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77136,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77137,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77138,,Lophocebus albigena,240324,,,41827,,,,,,,,,
77139,,Colobus guereza,231533,,,41827,,,,,,,,,
77140,,Colobus guereza,231533,,,41827,,,,,,,,,
77141,,Colobus guereza,231533,,,41827,,,,,,,,,
77142,,Colobus guereza,231533,,,41827,,,,,,,,,
77143,,Colobus guereza,231533,,,41827,,,,,,,,,
77144,,Colobus guereza,231533,,,41827,,,,,,,,,
77145,,Colobus guereza,231533,,,41827,,,,,,,,,
77146,,Colobus satanas,240325,,,41827,,,,,,,,,
77147,,Colobus satanas,240325,,,41827,,,,,,,,,
77148,,Colobus satanas,240325,,,41827,,,,,,,,,
77149,,Colobus satanas,240325,,,41827,,,,,,,,,
77150,,Colobus satanas,240325,,,41827,,,,,,,,,
77151,,Colobus satanas,240325,,,41827,,,,,,,,,
77152,,Colobus satanas,240325,,,41827,,,,,,,,,
77153,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77154,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77155,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77156,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77157,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77158,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77159,,Cercopithecus nictitans,232634,,,41827,,,,,,,,,
77160,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77161,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77162,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77163,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77164,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77165,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77166,,Macaca fascicularis,231529,,,41827,,,,,,,,,
77167,,Procolobus verus,234340,,,41827,,,,,,,,,
77168,,Procolobus verus,234340,,,41827,,,,,,,,,
77169,,Procolobus verus,234340,,,41827,,,,,,,,,
77170,,Procolobus verus,234340,,,41827,,,,,,,,,
77171,,Procolobus verus,234340,,,41827,,,,,,,,,
77172,,Procolobus verus,234340,,,41827,,,,,,,,,
77173,,Procolobus verus,234340,,,41827,,,,,,,,,
77174,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77175,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77176,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77177,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77178,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77179,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77180,,Trachypithecus phayrei,238675,,,41827,,,,,,,,,
77181,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77182,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77183,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77184,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77185,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77186,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77187,,Trachypithecus obscurus,236479,,,41827,,,,,,,,,
77188,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77189,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77190,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77191,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77192,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77193,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77194,,Trachypithecus cristatus,231534,,,41827,,,,,,,,,
77195,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77196,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77197,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77198,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77199,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77200,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77201,,Semnopithecus vetulus,236475,,,41827,,,,,,,,,
77202,,Cercocebus torquatus,233931,,,41219,,,,,,,,,
77203,,Cercocebus torquatus,233931,,,41219,,,,,,,,,
77204,,Chlorocebus aethiops,92707,,,41219,,,,,,,,,
77205,,Chlorocebus aethiops,92707,,,41219,,,,,,,,,
77206,,Chlorocebus aethiops,92707,,,41219,,,,,,,,,
77207,,Chlorocebus aethiops,92707,,,41219,,,,,,,,,
77208,,Macaca arctoides,240318,,,41219,,,,,,,,,
77209,,Macaca arctoides,240318,,,41219,,,,,,,,,
77210,,Macaca cyclopis,240320,,,41219,,,,,,,,,
77211,,Macaca cyclopis,240320,,,41219,,,,,,,,,
77212,,Macaca nemestrina,231527,,,41219,,,,,,,,,
77213,,Macaca nemestrina,231527,,,41219,,,,,,,,,
77214,,Macaca nemestrina,231527,,,41219,,,,,,,,,
77215,,Macaca nemestrina,231527,,,41219,,,,,,,,,
77216,,Macaca thibetana,240322,,,41219,,,,,,,,,
77217,,Macaca thibetana,240322,,,41219,,,,,,,,,
77218,,Mandrillus leucophaeus,232575,,,41219,,,,,,,,,
77219,,Mandrillus leucophaeus,232575,,,41219,,,,,,,,,
77220,,Mandrillus leucophaeus,232575,,,41219,,,,,,,,,
77221,,Papio hamadryas,104127,,,41219,,,,,,,,,
77222,,Papio hamadryas,104127,,,41219,,,,,,,,,
77223,,Papio hamadryas,104127,,,41219,,,,,,,,,
77224,,Papio hamadryas,104127,,,41219,,,,,,,,,
77225,,Lophocebus albigena,240324,,,41219,,,,,,,,,
77226,,Lophocebus albigena,240324,,,41219,,,,,,,,,
77227,,Colobus guereza,231533,,,41219,,,,,,,,,
77228,,Colobus guereza,231533,,,41219,,,,,,,,,
77229,,Colobus guereza,231533,,,41219,,,,,,,,,
77230,,Colobus guereza,231533,,,41219,,,,,,,,,
77231,,Colobus satanas,240325,,,41219,,,,,,,,,
77232,,Colobus satanas,240325,,,41219,,,,,,,,,
77233,,Cercopithecus nictitans,232634,,,41219,,,,,,,,,
77234,,Cercopithecus nictitans,232634,,,41219,,,,,,,,,
77235,,Macaca fascicularis,231529,,,41219,,,,,,,,,
77236,,Macaca fascicularis,231529,,,41219,,,,,,,,,
77237,,Trachypithecus phayrei,238675,,,41219,,,,,,,,,
77238,,Trachypithecus phayrei,238675,,,41219,,,,,,,,,
77239,,Trachypithecus obscurus,236479,,,41219,,,,,,,,,
77240,,Trachypithecus obscurus,236479,,,41219,,,,,,,,,
77241,,Trachypithecus cristatus,231534,,,41219,,,,,,,,,
77242,,Trachypithecus cristatus,231534,,,41219,,,,,,,,,
77243,,Semnopithecus vetulus,236475,,,41219,,,,,,,,,
77244,,Semnopithecus vetulus,236475,,,41219,,,,,,,,,
77269,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77270,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77271,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77272,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77273,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77274,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77275,,Ateles fusciceps,240462,,,41827,,,,,,,,,
77276,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77277,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77278,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77279,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77280,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77281,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77282,,Lagothrix lagotricha,232529,,,41827,,,,,,,,,
77432,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77433,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77434,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77435,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77436,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77437,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77438,,Pygathrix nemaeus,232432,,,41827,,,,,,,,,
77439,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77440,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77441,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77442,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77443,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77444,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77445,,Rhinopithecus bieti,236471,,,41827,,,,,,,,,
77446,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77447,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77448,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77449,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77450,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77451,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77452,,Rhinopithecus roxellana,238620,,,41827,,,,,,,,,
77453,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77454,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77455,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77456,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77457,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77458,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77459,,Gorilla gorilla,231496,,,41827,,,,,,,,,
77460,,Pan paniscus,236869,,,41827,,,,,,,,,
77461,,Pan paniscus,236869,,,41827,,,,,,,,,
77462,,Pan paniscus,236869,,,41827,,,,,,,,,
77463,,Pan paniscus,236869,,,41827,,,,,,,,,
77464,,Pan paniscus,236869,,,41827,,,,,,,,,
77465,,Pan paniscus,236869,,,41827,,,,,,,,,
77466,,Pan paniscus,236869,,,41827,,,,,,,,,
77467,,Hylobates lar,231498,,,41827,,,,,,,,,
77468,,Hylobates lar,231498,,,41827,,,,,,,,,
77469,,Hylobates lar,231498,,,41827,,,,,,,,,
77470,,Hylobates lar,231498,,,41827,,,,,,,,,
77471,,Hylobates lar,231498,,,41827,,,,,,,,,
77472,,Hylobates lar,231498,,,41827,,,,,,,,,
77473,,Hylobates lar,231498,,,41827,,,,,,,,,
77474,,Pygathrix nemaeus,232432,,,41219,,,,,,,,,
77475,,Pygathrix nemaeus,232432,,,41219,,,,,,,,,
78848,,Ateles fusciceps robustus,242336,,,42378,,,,,,,,,
78849,,Ateles fusciceps robustus,242336,,,42378,,,,,,,,,
78850,,Rhinopithecus bieti,236471,,,41219,,,,,,,,,
78851,,Rhinopithecus bieti,236471,,,41219,,,,,,,,,
78852,,Rhinopithecus roxellana,238620,,,41219,,,,,,,,,
78853,,Rhinopithecus roxellana,238620,,,41219,,,,,,,,,
94741,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94742,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94743,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94744,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94745,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94746,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94747,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94748,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94749,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94750,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94751,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94752,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94753,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94754,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43063,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94871,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,43079,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
94946,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94947,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94948,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94949,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94950,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94951,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94952,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94953,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94954,holotype,Neosaimiri fieldsi,247867,,,43079,,,,,,,,,
94962,holotype,Stirtonia tatacoensis,263001,,,43079,,,,,,,,,
94963,holotype,Stirtonia tatacoensis,263001,,,43079,,,,,,,,,
94964,holotype,Stirtonia tatacoensis,263001,,,43079,,,,,,,,,
94965,holotype,Stirtonia tatacoensis,263001,,,43079,,,,,,,,,
98201,holotype,Solimoea acrensis,248944,11.608,5.333,43303,-69.922218,-10.931944,BR,Acre,,stated in text,seconds,outcrop,"The new primate fossils occur in the Solimoes Formation at Patos, along the upper Acre River (10° 55' 55"" S, 69° 550' 20"" W) in a riverbank cut approximately 38 km upriver from the towns of Assis (on the Brazilian side) and Inapari (on the Peruvian side) (Fig. 1). The outcrop is visible only in the low-water season and consists of an intraformational conglomerate with clasts of clay and silt. It is part of a large paleochannel"
98303,,Acrecebus fraileyi,248947,11.62,7.246,43303,-66.87944,-10.116389,BR,Acre,,estimated from map,seconds,local area,"This is a very large area, and needs to be split up. See Cozzuol 2006."
98304,paratype,Solimoea acrensis,248944,11.608,5.333,43303,-69.922218,-10.931944,BR,Acre,,stated in text,seconds,outcrop,"The new primate fossils occur in the Solimoes Formation at Patos, along the upper Acre River (10° 55' 55"" S, 69° 550' 20"" W) in a riverbank cut approximately 38 km upriver from the towns of Assis (on the Brazilian side) and Inapari (on the Peruvian side) (Fig. 1). The outcrop is visible only in the low-water season and consists of an intraformational conglomerate with clasts of clay and silt. It is part of a large paleochannel"
98472,,Acrecebus fraileyi,248947,9,6.8,43310,-69.833336,-10.833333,BO,Pando,"Cachuela Bandeira, Rio Acre",stated in text,minutes,outcrop,"LACM 134800 comes from LACM locality 5158, Cachuela Bandeira, Rio Acre, Pando, Bolivia."
103868,holotype,Alouatta mauroi,251835,0.126,0,43739,-41.519722,-10.976111,BR,Bahia,Morro do Chapeu,estimated from map,seconds,local area,This cave is located ca. 300m NW of Vila dos Brejoes da Gruta.
103869,holotype,Alouatta mauroi,251835,0.126,0,43739,-41.519722,-10.976111,BR,Bahia,Morro do Chapeu,estimated from map,seconds,local area,This cave is located ca. 300m NW of Vila dos Brejoes da Gruta.
103870,holotype,Alouatta mauroi,251835,0.126,0,43739,-41.519722,-10.976111,BR,Bahia,Morro do Chapeu,estimated from map,seconds,local area,This cave is located ca. 300m NW of Vila dos Brejoes da Gruta.
103871,holotype,Alouatta mauroi,251835,0.126,0,43739,-41.519722,-10.976111,BR,Bahia,Morro do Chapeu,estimated from map,seconds,local area,This cave is located ca. 300m NW of Vila dos Brejoes da Gruta.
103872,holotype,Alouatta mauroi,251835,0.126,0,43739,-41.519722,-10.976111,BR,Bahia,Morro do Chapeu,estimated from map,seconds,local area,This cave is located ca. 300m NW of Vila dos Brejoes da Gruta.
104200,,Stirtonia,40851,9,6.8,43310,-69.833336,-10.833333,BO,Pando,"Cachuela Bandeira, Rio Acre",stated in text,minutes,outcrop,"LACM 134800 comes from LACM locality 5158, Cachuela Bandeira, Rio Acre, Pando, Bolivia."
107891,holotype,Stirtonia tatacoensis,263001,13.8,11.8,45187,-75.199997,3.2,CO,Huila,,based on nearby landmark,minutes,,"The Kyoto Site, within the Monkey Unit of the Honda Formation. Specimens where collected by screening during the field season 1982. \r\nNearby landmark:Villavieja"
107892,holotype,Stirtonia tatacoensis,263001,13.8,11.8,45187,-75.199997,3.2,CO,Huila,,based on nearby landmark,minutes,,"The Kyoto Site, within the Monkey Unit of the Honda Formation. Specimens where collected by screening during the field season 1982. \r\nNearby landmark:Villavieja"
107940,holotype,Micodon kiotensis,260161,13.8,11.8,45194,-75.199997,3.2,CO,Huila,,based on nearby landmark,minutes,,"The Kyoto Site, within the Monkey Unit of the Honda Formation. Specimens where collected during the field season 1984. \r\nNearby landmark:Villavieja"
107941,,Micodon kiotensis,260161,13.8,11.8,45194,-75.199997,3.2,CO,Huila,,based on nearby landmark,minutes,,"The Kyoto Site, within the Monkey Unit of the Honda Formation. Specimens where collected during the field season 1984. \r\nNearby landmark:Villavieja"
107942,,Micodon kiotensis,260161,13.8,11.8,45194,-75.199997,3.2,CO,Huila,,based on nearby landmark,minutes,,"The Kyoto Site, within the Monkey Unit of the Honda Formation. Specimens where collected during the field season 1984. \r\nNearby landmark:Villavieja"
108820,holotype,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108821,,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108822,holotype,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108823,holotype,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108824,holotype,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108825,holotype,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108826,,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108827,,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108828,,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
108829,,Stirtonia victoriae,261792,13.8,11.8,45326,-75.916664,2.116667,CO,Huila,,based on nearby landmark,minutes,outcrop,"All specimens from Duke locality 28, near La Victoria; 4-25 km west-southwest of San Alfonso, Huila department, Colombia. \r\n\r\nNearbylandmark: San Alfonso"
111802,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111803,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111804,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111805,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111806,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111807,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111808,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111809,,Neosaimiri fieldsi,247867,,,45730,,,,,,,,,
111810,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
111811,holotype,Cebupithecia sarmientoi,247698,13.8,11.8,45730,-75.1875,3.258333,CO,Huila,,based on nearby landmark,seconds,small collection,"Fossils recorded from the Monkey locality were found in the clay adjacent to the Villavieja - San Alfonso trail, several hundred yards beyond the house called La Venta, Hulia, Colombia.\r\n\r\n4.1 km NE of Villavieja, a few meters north of the Villavieja-San Alfonso trail, 675 m NE of house called La Venta"
